Name,Platform,Sources,Scores
Loadout, PlayStation 4,"PlayStation Universe,Everyeye.it,PlayStation LifeStyle,GameSpot,IGN,PSX Extreme,Push Square,Game Revolution,Metro GameCentral","80,70,70,70,64,61,50,50,40"
Dust 514, PlayStation 3,"GamingTrend,Ten Ton Hammer,PlayStation Universe,CD-Action,Vandal,MMORPG.com,GamesBeat,4Players.de,The Escapist,Gamereactor Denmark,Games Master UK,Gaming Age,Playstation Official Magazine UK,TheSixthAxis,GameSpot,Multiplayer.it,Everyeye.it,GamesRadar+,Destructoid,IGN,Play UK,Official PlayStation Magazine Benelux,Playstation Official Magazine Australia,games(TM),The Digital Fix,Eurogamer Italy,Hardcore Gamer,Eurogamer,GameTrailers,Edge Magazine,Metro GameCentral","91,90,90,80,76,72,72,70,70,70,69,67,60,60,60,60,60,60,60,58,51,50,50,50,50,50,50,50,44,40,40"
Hellpoint," PlayStation 4, PlayStation 3","Wccftech,Cultured Vultures,DarkStation,Gameblog.fr,Everyeye.it,CGMagazine,PlayStation LifeStyle,PlayStation Universe,Vandal,Twinfinite,RPG Site,Game Revolution,Gamers Heroes,Metro GameCentral,Finger Guns,Digitally Downloaded,Screen Rant,","75,70,70,70,68,65,65,65,60,60,60,60,55,50,40,40,40,"
From the Abyss, DS,"IGN,RPG Fan,Cheat Code Central,GamingXP,Vandal,Game Informer,Thunderbolt,GamesRadar+,RPGamer","75,73,70,70,69,50,50,40,30"
NBA Live 15," PlayStation 4, PC","PlayStation LifeStyle,Digital Chumps,GamesRadar+,Game Revolution,CD-Action,Gamer.nl,LaPS4,COGconnected,3DJuegos,Playstation Official Magazine UK,Eurogamer Germany,Multiplayer.it,JeuxActu,God is a Geek,Polygon,Game Informer,GameTrailers,PlaySense,4Players.de,IGN,games(TM),Gameblog.fr,GameSpot,EGM,","80,74,70,70,65,65,65,65,65,60,60,60,60,60,60,58,57,55,55,55,50,50,50,45,"
Naruto Shippuden: Ultimate Ninja Impact, PSP,"Game Chronicles,Vandal,Worth Playing,IGN,Multiplayer.it,3DJuegos,SpazioGames,Eurogamer Italy,GamingXP,PSFocus,GameSpot,Gamekult,Game Revolution,Cheat Code Central,Gaming Nexus,TotalPlayStation","80,75,70,70,67,66,65,60,60,59,55,50,50,50,42,40"
Disney's Aladdin, Game Boy Advance,"Game Informer,Nintendo Power,Siliconera,1UP,AceGamez,Nintendojo,Gaming Age,Play Magazine,IGN,GameCube Advanced,Nintendophiles,NintendoWorldReport,GamerFeed,GameNow,GameSpy,GamePro,Modojo","80,72,71,70,70,67,67,67,65,65,58,50,50,50,40,40,40"
TARTARUS, PC,"Hooked Gamers,PC Gamer,GameSpace,Hardcore Gamer,The Overpowered Noobs,Adventure Gamers,PlayGround.ru","80,68,67,60,50,40,40"
Face Noir, PC,"RPG Fan,CD-Action,Adventure Gamers,Multiplayer.it,Eurogamer Italy,SpazioGames,LEVEL (Czech Republic),Game Over Online,Everyeye.it,Games.cz,Destructoid,Hardcore Gamer,Impulsegamer,GameWatcher","85,70,70,70,70,65,60,59,55,50,50,50,42,40"
Tamagotchi Connection: Corner Shop, DS,"Detroit Free Press,GamerFeed,GameZone,Deeko,Games Master UK,NGC Magazine UK,Cheat Code Central,Game Informer,GameSpot,NintendoWorldReport,IGN,GamesRadar+,DarkStation,Nintendo Power,eToychest,GameSpy,G4 TV,Eurogamer,The Sydney Morning Herald,Pocket Gamer UK","75,70,70,70,70,69,66,65,64,60,60,60,60,50,49,40,40,40,40,40"
Rain World, PlayStation 4,"GameSpew,GameCritics,CGMagazine,Playstation Official Magazine Australia,Playstation Official Magazine UK,PlayStation Universe,IGN,Gamers' Temple,COGconnected,Push Square,GameCrate,PlayStation Country,GameSpot,Video Chums,Destructoid,We Got This Covered,Metro GameCentral,God is a Geek","90,85,80,70,70,65,63,60,60,60,58,50,50,50,50,50,40,40"
Harvest Moon: Skytree Village, 3DS,"IGN Spain,3DJuegos,Nintendo Force Magazine,Meristation,Digitally Downloaded,Destructoid,RPGamer","72,70,70,65,50,50,40"
Damascus Gear: Operation Tokyo, PlayStation Vita,"Digital Chumps,GameCritics,Gaming Age,Everyeye.it,Push Square,Hardcore Gamer,RPGamer,4Players.de","76,70,67,65,60,60,60,37"
Eragon," PSP, 3DS, PlayStation 2, PC, PlayStation 4","AceGamez,Game Chronicles,GameZone,Pure Magazine UK,GamingExcellence,Gamers' Temple,Digital Entertainment News,IGN,GameSpot,GameSpy,Game Revolution,Worth Playing,Gaming Age,Official Playstation 2 Magazine UK,PSM Magazine,,AceGamez,PSM3 Magazine UK,Game Informer,Games Master UK,1UP,Game Chronicles,Worth Playing,Jolt Online Gaming UK,PSM Magazine,IC-Games,PSX Extreme,GamingExcellence,GamesRadar+,Official Playstation 2 Magazine UK,Gamers' Temple,IGN,Digital Entertainment News,GameSpot,Gaming Nexus,GamingTrend,GameSpy,PALGN,The Sydney Morning Herald,Game Revolution,Gamestyle,AceGamez,ActionTrip,PC Zone UK,Digital Entertainment News,Jolt Online Gaming UK,Game Chronicles,PC Gamer UK,GamingExcellence,GamesRadar+,GameZone,IGN,GameSpot,PC Format,Computer Games Magazine,The Sydney Morning Herald,Worth Playing,","80,73,70,70,68,67,65,64,63,60,58,45,42,40,40,,80,70,63,61,60,60,55,55,55,55,54,53,50,50,48,47,45,44,43,43,40,40,40,33,30,80,79,58,55,55,53,53,53,50,50,46,44,40,40,40,40,"
Postal 2: Share the Pain, PC,"Game Chronicles,GameZone,Game Over Online,PC Gameworld,GameSpot,AceGamez,IGN,My Gamer,Gamer's Pulse,Cheat Code Central","77,72,71,65,62,60,56,52,50,40"
Dynasty Warriors: Strikeforce, Xbox 360,"Gaming Age,IGN,TeamXbox,MondoXbox,DarkZero,GameZone,GameSpot,GameFocus,LEVEL (Czech Republic),Game Revolution,Official Xbox Magazine,Console Monster,games(TM),Gamereactor Sweden,MS Xbox World,X-ONE Magazine UK,Xbox World 360 Magazine UK,Official Xbox Magazine UK","91,80,71,70,70,65,65,60,60,58,55,54,50,50,50,40,37,30"
Sega Rally Championship, Game Boy Advance,"NTSC-uk,IGN,GamePro,Nintendo Power,Edge Magazine,Eurogamer,Game Informer,GMR Magazine","70,70,70,62,50,50,50,30"
Cabela's Big Game Hunter, PlayStation 2,"GameSpy,Game Informer,AceGamez,Entertainment Weekly,GameSpot,Cheat Code Central,Official U.S. Playstation Magazine","74,70,70,58,53,50,50"
Maximum Capacity: Hotel Giant, PC,"Gamer's Pulse,GameSpy,GameZone,Media and Games Online Network,Computer Gaming World,Game Over Online,Gamers' Temple,Computer Games Magazine,Armchair Empire,Adrenaline Vault,Yahoo!","90,79,72,65,60,56,55,50,50,40,40"
Dark Planet: Battle for Natrolis, PC,"IGN,Game Informer,GameZone,Gamers' Temple,GameSpy,Computer Gaming World,Gamer's Pulse,GameSpot,PC Gamer,All Game Guide,Game Over Online,Yahoo!,GamePen,Adrenaline Vault","75,75,72,66,62,60,56,56,55,50,45,40,40,40"
Conflict Zone," PC, PlayStation 2","TotalGames.net,Computer Games Magazine,ActionTrip,IGN,PC Gamer,Yahoo!,Electric Playground,GameSpy,GameSpot,Computer Gaming World,TotalGames.net,Yahoo!,Cheat Code Central,PSM Magazine,Official U.S. Playstation Magazine,IGN,G4 TV","83,80,78,67,60,60,58,50,44,30,65,60,50,50,50,41,20"
Blacksad: Under the Skin, PlayStation 4,"ZTGD,LaPS4,Vandal,Hobby Consolas,Multiplayer.it,Jeuxvideo.com,JeuxActu,Push Square,Playstation Official Magazine UK,TheSixthAxis","85,75,70,70,70,65,55,50,40,30"
LEGO Worlds, Switch,"Nintendo Force Magazine,Multiplayer.it,Meristation,Cubed3,Eurogamer Italy,NintendoWorldReport,DualShockers,Hardcore Gamer,Switch Player","75,75,65,60,60,55,50,50,40"
Tetris Ultimate, Xbox One,"DarkStation,GameSpot,X-ONE Magazine UK,Attack of the Fanboy,ZTGD,Game Revolution,Pure Xbox,Official Xbox Magazine UK","70,70,60,60,60,60,60,40"
Squeeballs Party, Wii,"GameZone,Armchair Empire,Kombo,Hardcore Gamer,NintendoWorldReport,GamingXP,Game Chronicles,Worth Playing,NZGamer,ZTGD,GameFocus,IGN,Destructoid,Nintendo Gamer,Gaming Nexus,Game Revolution","75,75,70,70,70,70,70,70,70,60,60,58,50,42,42,25"
Alter Ego (2010), PC,"GamingXP,Gamers.at,GameStar,Game Chronicles,Adventure Gamers,LEVEL (Czech Republic),XGN,Thunderbolt,GameSpot","82,72,70,70,70,60,45,40,35"
Rustler, PlayStation 5,"SpazioGames,The Games Machine,Softpedia,PlayStation LifeStyle,Push Square,Worth Playing,LEVEL (Czech Republic),Finger Guns,Hey Poor Player,PlayStation Universe,Screen Rant,Pure Playstation,GameSpew,WellPlayed","73,70,70,70,70,65,60,60,50,50,50,50,50,40"
Mega Man Star Force 3: Red Joker, DS,"Destructoid,Worth Playing,GameShark,Nintendo Power,IGN,1UP,GameSpot,Cheat Code Central","75,70,67,60,60,58,55,44"
Open Season, Xbox 360,"Xbox Achievements,AceGamez,XboxAddict,WHAM! Gaming,Games Master UK,Xbox World Australia,IGN,Extreme Gamer,MS Xbox World,Official Xbox Magazine,GameSpot,Official Xbox Magazine UK,X-ONE Magazine UK,360 Gamer Magazine UK,Eurogamer","81,80,76,70,70,65,63,60,60,60,53,50,50,40,40"
GRIP: Combat Racing, Switch,"Nintendo Enthusiast,Nintendo Insider,Nintendo Life,Nintenderos,NintendoWorldReport,Switch Player,Pocket Gamer UK,Nintendojo,FNintendo,Metro GameCentral,Vooks","70,70,70,69,65,60,60,58,50,50,40"
Watchmen: The End Is Nigh Complete Experience, PlayStation 3,"Gaming Age,PSX Extreme,GameSpot,GameZone,Game Informer,PSFocus,IGN,PS3bloggen.se","83,67,60,57,55,52,50,50"
One Punch Man: A Hero Nobody Knows," Xbox One, PlayStation 4","GamingTrend,Generación Xbox,TheXboxHub,GameSpew,Xbox Tavern,We Got This Covered,New Game Network,IGN,MondoXbox,Cultured Vultures,Windows Central,Jeuxvideo.com,The Digital Fix,EGM,Video Chums,PlayStation Universe,God is a Geek,COGconnected,XGN,Impulsegamer,TheSixthAxis,The Games Machine,Screen Rant,Destructoid,Atomix,Vandal,IGN Japan,Game Rant,Meristation,GameOver.gr,Eurogamer Italy,LevelUp,Shacknews,GamePro Germany,Twinfinite,Wccftech,TheGamer,GameCrate,Push Square,Everyeye.it,Multiplayer.it,SpazioGames,4Players.de,BaziCenter,Cubed3,GameSkinny,Worth Playing,Digital Chumps,PlaySense,Player 2,Gameplanet,DualShockers,Digitally Downloaded,Jeuxvideo.com,GameCritics,Gamer.nl,Game Revolution,Gameblog.fr,JeuxActu,Malditos Nerds","75,72,70,70,68,60,60,60,60,60,60,50,40,40,39,80,75,72,70,70,70,70,70,65,65,65,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,55,50,50,50,50,50,50,50,50,50,50,40,40,40,40,35,30"
Coded Arms, PSP,"Game Chronicles,Stuff,Next Level Gaming,PSM Magazine,IGN,Gaming Target,Adrenaline Vault,Computer and Video Games,Game Informer,Gaming Age,GameSpot,Play Magazine,Game Over Online,My Gamer,PSX Extreme,Maxim Online,Yahoo!,Cheat Code Central,DarkStation,GamePro,eToychest,Computer Games Magazine,AceGamez,G4 TV,Jolt Online Gaming UK,GameCritics,IncGamers,1UP,GameZone,GameSpy,TotalPlayStation,Worth Playing,Detroit Free Press,Edge Magazine,games(TM),Pelaaja (Finland),Thunderbolt,PALGN,Electronic Gaming Monthly,Official U.S. Playstation Magazine,Modojo,Game Revolution","88,85,84,70,70,70,70,70,68,67,66,65,65,64,64,60,60,60,60,60,60,60,60,60,57,55,55,50,50,50,50,50,50,50,50,50,50,50,45,40,40,33"
Killzone HD, PlayStation 3,"Vandal,PlayStation Universe,TheSixthAxis,3DJuegos,Play UK,NZGamer,Official PlayStation Magazine Benelux,CD-Action,LEVEL (Czech Republic),Games Master UK,Level7.nu,Everyeye.it,Playstation Official Magazine UK,PSM3 Magazine UK,Playstation Official Magazine Australia,Push Square,PlayStation LifeStyle,Eurogamer Sweden","75,70,70,66,65,65,64,60,60,60,60,60,60,58,50,50,35,30"
Super Monkey Ball: Step & Roll, Wii,"IGN,NintendoWorldReport,GameZone,Official Nintendo Magazine UK,VideoGamer,N-Europe,GamingXP,9Lives,Cheat Code Central,3DJuegos,Games Master UK,Gamers' Temple,Meristation,Nintendo Gamer,Kikizo,Nintendo Life,Gamer.nl,Worth Playing,Hardcore Gamer,Gamereactor Sweden,Game Informer,Cubed3,GameFocus,Digital Chumps,Nintendo Power,GameSpot,Play.tm,GameTrailers,Metro GameCentral,Edge Magazine,Eurogamer Italy,Everyeye.it,Pelit (Finland),Eurogamer,games(TM),D+PAD Magazine","78,75,74,72,70,70,70,68,66,65,64,62,60,60,60,60,60,60,60,60,60,60,59,58,55,55,55,54,50,50,50,50,43,40,40,40"
Drug Dealer Simulator, PC,"GamingTrend,COGconnected,Impulsegamer,XGN,Everyeye.it,GameOver.gr,4Players.de,Shacknews,Screen Rant","75,69,66,65,65,60,50,50,40"
Darksiders III: Keepers of the Void, PlayStation 4,"COGconnected,Video Chums,SpazioGames,DarkStation,Screen Rant,PlayStation Country,Gameplanet,Jeuxvideo.com,GameOver.gr,The Digital Fix,GameCritics","82,80,62,60,60,60,55,55,50,50,35"
Coffee Crisis, Switch,"Video Chums,COGconnected,Switch Player,GameSpace,Worth Playing,GamingTrend,FNintendo,Gameblog.fr,GameCritics","80,75,70,70,55,55,50,50,35"
X4: Foundations, PC,"Game Revolution,Destructoid,GameGrin,PC Games,Wccftech,PLAY! Zine,4Players.de","80,75,70,60,55,50,33"
Devious Dungeon, Switch,"Switch Player,Nintenderos,Cubed3,Nintendo Life,NintendoWorldReport,Nintendo Insider,FNintendo","80,72,70,60,50,50,40"
Astro Duel Deluxe, Switch,"FNintendo,God is a Geek,Nintendo Life,NintendoWorldReport,Vooks,Switch Player,Destructoid,Digitally Downloaded","70,70,70,65,60,50,50,40"
Chase: Cold Case Investigations - Distant Memories, 3DS,"Digital Chumps,Vandal,3DJuegos,Twinfinite,Destructoid,Nintendo Life,ZTGD,NintendoWorldReport,Nintendo Force Magazine,FNintendo,SpazioGames,Cubed3,RPG Site,GameSpew,Everyeye.it,Vooks,USgamer,CD-Action","84,70,70,70,70,70,65,65,60,60,60,60,50,50,50,40,40,30"
Necropolis," PC, PlayStation 4","Hardcore Gamer,GameSpew,CGMagazine,CD-Action,Gamer.nl,Brash Games,Eurogamer Italy,IGN Spain,Game Rant,Multiplayer.it,Destructoid,The Games Machine,PC Gamer,4Players.de,Everyeye.it,IGN,GameSpot,Vandal,IGN Italia,Eurogamer Poland,SpazioGames,We Got This Covered,Riot Pixels,LevelUp,Game World Navigator Magazine,Polygon,Wccftech,PLAY! Zine,Metro GameCentral,PC PowerPlay,GameCritics,Kill Screen,Game Revolution,Slant Magazine,PlayStation Universe,Eurogamer Italy,GamingTrend,Digitally Downloaded,Everyeye.it,Atomix,Digital Chumps,ZTGD,High-Def Digest","90,80,75,70,70,70,70,70,70,70,70,68,68,67,65,65,60,60,60,60,60,60,58,58,57,55,54,50,50,40,35,35,30,10,85,70,65,60,55,50,50,40,40"
Dream (2013), PC,"Hooked Gamers,Eurogamer Italy,Gamestyle,Vandal,Kill Screen,Multiplayer.it,games(TM),COGconnected,CD-Action,Adventure Gamers","75,70,70,70,66,63,60,45,40,30"
Lifeless Planet, PC,"Ragequit.gr,GameCritics,Game Informer,Eurogamer,Hooked Gamers,Merlin'in Kazanı (Turkey),LEVEL (Czech Republic),games(TM),Softpedia,Adventure Gamers,PC Gamer,Games Master UK,GameStar,Everyeye.it,Level7.nu,GameOver.gr,4Players.de,Multiplayer.it,Gamer.no,Games.cz,PC Games,Kill Screen","85,80,73,70,70,65,60,60,60,60,60,58,56,50,50,50,50,50,40,40,37,34"
Wanted Corp, PlayStation 3,"ZTGD,Gamers' Temple,Push Square,GamesRadar+,Playstation: The Official Magazine (US),GameSpot,Gameblog.fr","75,65,60,60,60,55,40"
Faery: Legends of Avalon," PC, PlayStation 3, Xbox 360","GameStar,GamingXP,Multiplayer.it,IGN,Absolute Games,Eurogamer Italy,Game Revolution,GameSpot,PC Gamer,CD-Action,PSX Extreme,TheSixthAxis,IGN,Playstation: The Official Magazine (US),XGN,PlayStation LifeStyle,Game Revolution,Gaming Age,GameWatcher,Gameblog.fr,Playstation Official Magazine UK,ZTGD,RPG Fan,SpazioGames,GameZone,Console Monster,IGN,3DJuegos,Official Xbox Magazine,XGN,Gamereactor Sweden,Game Revolution,Gaming Age,PALGN,Eurogamer,GameSpot,X-ONE Magazine UK,Gameblog.fr,GamesRadar+","74,70,70,70,60,60,58,45,40,40,72,70,70,60,60,60,58,58,50,40,30,75,70,70,70,70,70,66,65,60,60,58,58,50,50,45,40,40,30"
LEGO Battles: Ninjago, DS,"GamingXP,Worth Playing,Nintendo Power,Cubed3,Nintendo Gamer,Everyeye.it,SpazioGames,Official Nintendo Magazine UK,NintendoWorldReport,Nintendo Life,GamePro,GamesRadar+,Multiplayer.it,Gamekult","82,75,75,70,64,60,60,60,50,50,50,50,45,40"
Cocoto Platform Jumper, Wii,"Nintendo Life,Cubed3,Cheat Code Central,IGN,GamePro,Official Nintendo Magazine UK,Thunderbolt,GameSpot","70,70,68,60,60,60,50,40"
Bolt," PlayStation 3, Xbox 360",",GamingXP,Da Gameboyz,Worth Playing,Cheat Code Central,ZTGD,Game Chronicles,Official Xbox Magazine,GameSpot,GameZone,Telegraph,TeamXbox,IGN,Xbox Achievements,Xbox World 360 Magazine UK,GameDaily,X-ONE Magazine UK,Variety,Official Xbox Magazine UK",",84,80,80,74,72,71,70,70,65,60,53,51,50,41,40,40,30,30"
NASCAR 08," Xbox 360, PlayStation 3, PlayStation 2","Armchair Empire,Official Xbox Magazine,TeamXbox,Game Informer,Planet Xbox 360,Game Almighty,Gamers' Temple,Console Gameworld,Game Over Online,Cheat Code Central,GameShark,1UP,Electronic Gaming Monthly,GameTrailers,Gamer 2.0,GamingExcellence,GameSpot,GamesRadar+,GameSpy,GameCritics,Worth Playing,Operation Sports,Eurogamer,IGN,GameDaily,Gaming Age,Official Xbox Magazine UK,Game Revolution,Xbox World 360 Magazine UK,Game Informer,GameZone,Cheat Code Central,Game Chronicles,1UP,Electronic Gaming Monthly,GameTrailers,Gamer 2.0,GameSpot,GamesRadar+,GamingExcellence,PALGN,Console Monster,PSX Extreme,PSM Magazine,IGN,Gaming Age,GameSpy,PSM3 Magazine UK,Playstation Official Magazine UK,Play UK,Boomtown,NZGamer,GameSpot,GameSpy,Official Playstation 2 Magazine UK,PSM Magazine,IGN,Play.tm,Gamestyle","85,80,78,78,78,75,74,72,68,68,67,65,65,64,62,60,60,60,60,55,55,50,50,50,50,50,30,25,24,78,70,68,68,65,65,64,62,60,60,60,60,60,57,55,50,50,50,48,40,38,70,65,60,60,60,60,55,48,10"
Nicktoons: Battle for Volcano Island, PlayStation 2,"PGNx Media,Digital Entertainment News,TotalPlayStation,Official Playstation 2 Magazine UK,GameZone,Games Master UK,PALGN","75,70,65,60,59,48,40"
Garfield: A Tail of Two Kitties, DS,"AtomicGamer,ZTGD,Gaming Nexus,Deeko,Gamer's Hell,GameZone,IGN","76,75,72,70,60,57,45"
Armored Core: Last Raven, PlayStation 2,"GamePro,GameZone,Game Chronicles,Cheat Code Central,Gamezilla!,ZTGD,GamingExcellence,Deeko,IGN,GameSpy,GameSpot,Worth Playing,GamesRadar+,G4 TV,Official U.S. Playstation Magazine,1UP","80,79,78,74,70,70,67,65,64,60,57,51,50,40,30,30"
Bloody Roar 4, PlayStation 2,"Worth Playing,Game Over Online,GamePro,Game Informer,GamingTrend,Play Magazine,Gaming Age,TotalGames.net,GameSpot,PSM Magazine,Computer and Video Games,GameZone,G4 TV,GameSpy,IGN,Next Level Gaming,Yahoo!,GMR Magazine,GamingWorld X,Deeko,GameCritics,Cheat Code Central,PSX Nation,Electronic Gaming Monthly,Official U.S. Playstation Magazine","86,80,80,75,74,67,67,65,62,60,60,60,60,60,60,59,50,50,50,50,45,40,40,37,20"
Teenage Mutant Ninja Turtles," PlayStation 2, GameCube","Play Magazine,GamePro,Next Level Gaming,Game Informer,Siliconera,Boomtown,GamingTrend,GameNow,IncGamers,GameSpot,Electronic Gaming Monthly,eToychest,GMR Magazine,Cheat Code Central,1UP,Yahoo!,IGN,Play.tm,Official U.S. Playstation Magazine,GameZone,PSX Nation,games(TM),PSM Magazine,Game Revolution,Cinescape,Total Video Games,Edge Magazine,GameSpy,Eurogamer,Play Magazine,Nintendophiles,Next Level Gaming,Gamenikki,Siliconera,GameNow,GameSpot,GamingWorld X,Electronic Gaming Monthly,TotalGames.net,Gamer's Pulse,1UP,eToychest,netjak,IGN,Nintendo Power,GameCube Europe,games(TM),Ferrago,Computer and Video Games,Game Revolution,Cinescape,Edge Magazine,Total Video Games,GameSpy","83,80,78,78,70,70,69,67,65,65,62,60,60,60,60,60,53,50,50,50,50,50,50,42,42,40,40,40,30,83,82,78,70,70,67,65,65,62,60,60,60,60,55,53,52,52,50,50,46,42,42,40,40,40"
4x4 EVO 2," Xbox, PC","GameZone,Hot Games,Gamezilla!,Game Informer,Xbox Exclusive,IGN,GamerWeb Xbox,GameShark,Official Xbox Magazine,GameSpot,Electronic Gaming Monthly,TeamXbox,Xbox Nation Magazine,Next Generation Magazine,Game Revolution,GameZone,IGN,GameSpot,ActionTrip,Adrenaline Vault,Yahoo!,PC Gamer,Computer Gaming World,Computer Games Magazine","85,80,75,75,74,71,63,60,55,48,43,42,40,40,25,98,84,78,77,70,60,52,50,40"
L.A. Rush," Xbox, PlayStation 2","GamingTrend,XboxAddict,Times Online,TeamXbox,Gamestyle,Play Magazine,Next Level Gaming,Computer and Video Games,MS Xbox World,GamePro,Gaming Age,Stuff,GameSpot,Game Informer,Electronic Gaming Monthly,Xbox Solution,GameZone,Game Chronicles,1UP,Worth Playing,GameBiz,G4 TV,eToychest,IGN,Game Over Online,Xbox World Australia,Gaming Horizon,games(TM),Official Xbox Magazine,Cheat Code Central,Gamenikki,GamerFeed,Operation Sports,GameSpy,Computer Games Magazine,Game Revolution,Times Online,Games Radar,GamePro,Official Playstation 2 Magazine UK,Next Level Gaming,Play Magazine,TotalGames.net,Gaming Age,PSM Magazine,Stuff,Game Informer,Electronic Gaming Monthly,DarkStation,AceGamez,Yahoo!,1UP,Official U.S. Playstation Magazine,eToychest,IGN,Game Over Online,PALGN,GamingTrend,Gaming Target,Detroit Free Press,Worth Playing,Cheat Code Central,games(TM),Eurogamer,Computer Games Magazine,GameSpy,Game Revolution","80,80,80,75,70,70,70,70,70,70,67,65,63,63,62,62,60,60,60,60,60,60,59,58,55,55,53,50,50,50,50,50,40,40,40,25,80,75,70,70,70,70,67,67,65,65,63,62,60,60,60,60,60,59,56,55,55,54,52,50,50,50,50,50,40,40,25"
Ultimate Band, Wii,"Da Gameboyz,Game Informer,Cheat Code Central,GameZone,GameFocus,Worth Playing,GameTrailers,ZTGD,Nintendo Power,GameSpot,Impulsegamer,Official Nintendo Magazine UK,Gaming Age,Meristation,GamesRadar+,Variety,1UP","80,75,74,70,68,67,65,62,60,60,60,59,50,50,40,25,25"
Sonic Riders," GameCube, PC, Xbox","AceGamez,Nintendo Power,BonusStage,Nintendojo,Cheat Code Central,NGC Magazine UK,Next Level Gaming,Game Chronicles,N-Europe,GameZone,Play Magazine,Kombo,Nintendo Insider,GameSpot,Ferrago,IGN,NintendoWorldReport,Maxim Online,ZTGD,Electronic Gaming Monthly,Games Radar,games(TM),Game Informer,GameSpy,GamerFeed,Game Revolution,GameShark,The A.V. Club,Edge Magazine,Yahoo!,Pro-G,Computer Games Magazine,GameSpot,IGN,PC Format,Worth Playing,AceGamez,BonusStage,Cheat Code Central,Next Level Gaming,TeamXbox,Play Magazine,MS Xbox World,GameSpot,Pelit (Finland),Gaming Horizon,Ferrago,Game Chronicles,IGN,Maxim Online,Deeko,ZTGD,Electronic Gaming Monthly,Games Radar,Eurogamer,games(TM),Game Informer,Official Xbox Magazine,XboxAddict,GamePro,GameSpy,Game Revolution,Official Xbox Magazine UK,The A.V. Club,Edge Magazine,Pro-G,Digital Entertainment News,Computer Games Magazine","80,80,78,77,76,75,73,72,70,70,70,70,68,66,64,62,60,60,55,52,50,50,50,50,50,50,50,42,40,40,30,20,62,42,26,82,80,78,76,73,70,70,70,66,65,65,64,63,62,60,55,55,52,50,50,50,50,50,50,50,50,50,49,42,40,30,30,20"
Nucleus, PlayStation 3,"Pelit (Finland),Play UK,VideoGamer,Console Gameworld,Eurogamer,Boomtown,PSM3 Magazine UK,GameSpot,Edge Magazine,Playstation Official Magazine UK","84,82,70,65,60,60,57,55,40,30"
Skater XL," Xbox One, PlayStation 4","DualShockers,Gaming Age,Player 2,Generación Xbox,GameCritics,AusGamers,XBLA Fans,Vandal,SomosXbox,Jeuxvideo.com,MondoXbox,TheXboxHub,IGN,Gamer.no,Playstation Official Magazine UK,Malditos Nerds,TheSixthAxis,TheGamer,Press Start Australia,Gamer.nl,COGconnected,Worth Playing,IGN Italia,PlaySense,Everyeye.it,3DJuegos,Metro GameCentral,Hobby Consolas,Gameblog.fr,4Players.de,Power Unlimited,Jeuxvideo.com,SpazioGames,New Game Network,Push Square,Shacknews,Noisy Pixel,PlayStation Universe,IGN,Multiplayer.it,GameSkinny,VG247","85,83,67,65,60,60,60,60,58,55,50,50,50,40,70,70,70,70,70,65,63,60,60,60,60,60,60,60,60,58,58,55,54,52,50,50,50,50,50,45,40,40"
Lost in Blue 3, DS,"RPG Fan,Nintendo Gamer,GamesRadar+,Eurogamer,1UP,Cheat Code Central,Zentendo,GameZone,Games Master UK,Game Informer,GameTrailers,Nintendo Power,GameSpot,IGN,Electronic Gaming Monthly,n-Revolution Magazine UK,Game Chronicles,InsideGamer.nl,GameDaily","80,77,70,70,67,62,60,59,59,58,58,55,55,55,50,50,48,45,40"
Chris Sawyer's Locomotion, PC,"Gamers' Temple,Jolt Online Gaming UK,GamerArchive,Game Informer,PC Format,GameSpot,IC-Games,PC Gamer,Adrenaline Vault,Game Over Online,Computer Games Magazine,IGN,Worth Playing,Computer and Video Games,Gamers Europe,Yahoo!,GameSpy,Game Chronicles,Computer Gaming World","85,72,70,70,70,68,66,65,60,60,60,58,50,50,50,50,40,39,30"
Summer in Mara, Switch,"Video Chums,Cubed3,RPG Site,Vandal,GamingTrend,Hobby Consolas,Nintendo Enthusiast,TheGamer,Areajugones,Digital Chumps,COGconnected,IGN Spain,Finger Guns,Switch Player,DarkStation,Nintenderos,God is a Geek,GameSpew,Wccftech,Starbit,NintendoWorldReport,KeenGamer,Cultured Vultures,GameCritics,Gaming Age,The Digital Fix,GameGrin,TrueGaming,Nintendo Life,GameSkinny","82,80,80,75,75,75,70,70,68,65,65,65,60,60,60,60,60,60,60,60,60,50,50,45,42,40,40,30,30,30"
Utawarerumono Zan, PlayStation 4,"PlayStation Country,Digitally Downloaded,Video Chums,Cubed3,Push Square,RPG Site,4Players.de,SpazioGames,Gameblog.fr,TheSixthAxis,RPGamer,Destructoid","80,80,72,70,60,60,59,54,50,50,50,45"
Pokemon Mystery Dungeon: Explorers of Darkness, DS,"GameSpy,GameZone,Cheat Code Central,Nintendo Power,RPG Fan,Official Nintendo Magazine UK,Eurogamer,IGN,GameSpot,HellBored,GameDaily,Kombo,Games Master UK,Cubed3,games(TM),AceGamez,Maxi Consolas (Portugal),PTGamers,GamesRadar+,Wired,Pocket Gamer UK,PALGN,NintendoWorldReport,Nintendo Gamer,Gaming Age,1UP,Edge Magazine","80,78,76,75,75,75,70,65,65,65,60,60,60,60,60,60,55,55,50,50,50,50,45,45,42,42,30"
