Name,Platform,Sources,Scores
Lemmings, PlayStation 3,"Play UK,Games Master UK,Eurogamer,G4 TV,VideoGamer,Playstation Official Magazine UK,PSM3 Magazine UK,Pure Magazine UK","79,74,60,60,60,60,40,40"
The Simpsons Game, PSP,"Gamer 2.0,IGN,AceGamez,Pocket Gamer UK,Cheat Code Central,1UP,Gamestyle","77,70,70,60,50,45,30"
Godstrike, Switch,"Universo Nintendo,Vandal,GamingTrend,The Indie Game Website,Video Chums,KeenGamer,NintendoWorldReport,Checkpoint Gaming,Nintendo Life,Screen Rant","85,73,70,70,60,60,55,50,40,30"
Ignite, PC,,
Rapala Pro Fishing, Xbox,"GameZone,TeamXbox,IGN,Xbox Nation Magazine,Stuff,Computer and Video Games,TotalGames.net","70,66,61,60,60,50,38"
Monster Harvest, Switch,"COGconnected,Gaming Nexus,KeenGamer,But Why Tho?,TouchArcade,Hey Poor Player,Nintendo Life,Gaming Age,Checkpoint Gaming,RPGamer","75,74,70,70,60,60,50,42,40,30"
Tom Clancy's Rainbow Six: Lockdown, PC,"ActionTrip,GameSpot,Pelit (Finland),GameZone,Computer and Video Games,IGN,Game Over Online,Gamer 2.0,GameShark,Digital Entertainment News,PC Gamer,PC Format,Yahoo!,1UP,GameSpy,GamerFeed,Computer Games Magazine","81,80,79,69,67,65,60,58,58,57,45,44,40,40,40,40,40"
Asterix & Obelix: Kick Buttix, PlayStation 2,"Play Magazine,AceGamez,IGN,Game Informer,GameSpot,Official U.S. Playstation Magazine,PSM Magazine,Cheat Code Central","83,70,67,60,54,50,50,40"
Disney Sports Football, GameCube,"GameSpy,Nintendo Power,Game Informer,G4 TV,All Game Guide,GameSpot,IGN,GMR Magazine","76,70,68,60,60,52,51,50"
Pryzm Chapter One: The Dark Unicorn, PlayStation 2,"GameZone,IGN,GamerWeb Sony,All Game Guide,GameSpot,Official U.S. Playstation Magazine,PSX Nation,GameSpy","73,70,70,60,55,50,50,45"
Motor Mayhem: Vehicular Combat League, PlayStation 2,"TotalPlayStation,Gaming Age,GameZone,GameSpot,Gamezilla!,Total Video Games,TotalGames.net,IGN,GamerWeb Sony,Hot Games,PSX Nation,Game Revolution,Yahoo!,Core Magazine,GamePro","80,75,75,72,72,70,69,68,65,60,60,50,40,33,30"
The Academy: The First Riddle, PC,"GamingTrend,GameSpace,TheGamer,TheSixthAxis,Adventure Gamers,Shacknews,Gamers' Temple,Screen Rant,PC Invasion","70,70,70,60,60,60,50,50,40"
Warlander, PC,"GamersRD,The Games Machine,GameGrin,Multiplayer.it,SpazioGames,Gamereactor UK,PC Invasion,MMORPG.com","80,80,75,75,68,60,60,45"
Pillar, PlayStation 4,"PlayStation LifeStyle,Gamestyle,Game Informer,PSNStores,Push Square,TheSixthAxis,Hardcore Gamer","90,70,60,50,50,50,40"
Abyss, Wii U,"Multiplayer.it,3DJuegos,Nintendo Life,FNintendo,Eurogamer Portugal,God is a Geek,Official Nintendo Magazine UK","70,70,70,60,50,50,45"
Our World Is Ended., Switch,"PLAY! Zine,Nintenderos,Pocket Gamer UK,SpazioGames,Digitally Downloaded,FNintendo,NintendoWorldReport","80,72,70,69,60,50,35"
Spirit of the North, Switch,"Cubed3,GameSpew,Pure Nintendo,Impulsegamer,Everyeye.it,Switch Player,NintendoWorldReport,Digitally Downloaded,Nintenderos,Nintendo Enthusiast,DarkStation,GameCritics,Video Chums,Nintendo Life","90,70,70,68,65,60,60,60,55,50,50,45,40,40"
Dogfight 1942, Xbox 360,"DarkStation,Gamestyle,GamingXP,4Players.de,Gaming Age,Worth Playing,GRYOnline.pl,Planet Xbox 360,GameWatcher,Gamers' Temple,Official Xbox Magazine,Machinima,GamingTrend","70,70,69,68,67,65,65,65,60,55,50,40,30"
ColorZ, Wii,"Edge Magazine,Vandal,AceGamez,Nintendojo,Gamer 2.0,Everyeye.it,N-Europe,Cubed3,IGN,Nintendo Life,Hardcore Gamer,GamePro,NintendoWorldReport","70,70,70,68,64,60,60,60,55,50,50,50,50"
Necromunda: Underhive Wars," PlayStation 4, Xbox One","Softpedia,DarkStation,Wccftech,PLAY! Zine,COGconnected,PlayStation Country,TheSixthAxis,Screen Rant,God is a Geek,Playstation Official Magazine UK,GameMAG,RPGamer,","70,70,70,65,65,60,60,60,55,50,50,40,"
Dakar 18," PC, Xbox 360, Xbox","PlayGround.ru,GameStar,PC Games,Vandal,SpazioGames,Everyeye.it,Jeuxvideo.com,Multiplayer.it,Cubed3,Game World Navigator Magazine,4Players.de,,","75,71,67,65,63,55,55,55,50,48,45,,"
Flash Focus: Vision Training in Minutes a Day, DS,"Gamer 2.0,Gameplayer,Cheat Code Central,GameSpot,GameSpy,NintendoWorldReport,1UP,Official Nintendo Magazine UK,Games Master UK,GamePro,Thunderbolt,Maxi Consolas (Portugal),Pocket Gamer UK,Zentendo,IGN,GameDaily,GamesRadar+,PALGN,Modojo,Eurogamer,games(TM),Game Revolution","81,80,72,70,70,70,70,70,65,60,60,60,60,60,55,50,50,50,40,30,30,25"
NBA 08, PlayStation 2,"PGNx Media,Gamers' Temple,NZGamer,Da Gameboyz,GameSpy,IGN,GameSpot,GameZone,Operation Sports,DarkStation,PTGamers,PSX Extreme,Game Chronicles,GamesRadar+,TotalPlayStation,GameShark","73,72,70,68,60,60,60,60,60,60,60,59,55,50,50,25"
Way of the Samurai 2, PlayStation 2,"GameCritics,3DAvenue,Weekly Famitsu,GamePro,PSM Magazine,GameSpy,VideoGamesLife,BonusStage,Stuff,GameSpot AU,GameSpot,GameZone,GMR Magazine,Edge Magazine,IGN,Official U.S. Playstation Magazine,DarkStation,Electronic Gaming Monthly,eToychest,Boomtown,Cheat Code Central,PSX Nation,Gamezilla!,Gaming Age,G4 TV,Gamer.tv,Maxim Online,Eurogamer,Times Online,Game Revolution,Game Informer,GamerFeed","90,80,80,80,80,75,72,68,65,65,63,62,60,60,60,60,60,55,55,50,50,50,45,42,40,40,40,40,40,33,33,30"
TRON: Evolution - Battle Grids, Wii,,
The Chase: Felix Meets Felicity, DS,"Official Nintendo Magazine UK,Nintendo Gamer,Cheat Code Central,ZTGD,Game Informer,GamingXP,Nintendo Power,GamePro,Multiplayer.it","70,65,62,62,60,55,50,50,50"
Cuban Missile Crisis: The Aftermath, PC,"Computer Games Magazine,GameSpot,GameZone,Gaming Nexus,PC Zone UK,Worth Playing,G4 TV,Gamers' Temple,Digital Entertainment News,Game Chronicles,Computer Gaming World,IncGamers,GameShark,PC Gamer","70,69,68,67,65,62,60,55,55,52,50,50,50,35"
Asterix & Obelix XXL 3: The Crystal Menhir," PlayStation 4, PlayStation 4","4Players.de,Multiplayer.it,MGG,SpazioGames,Gameblog.fr,Hobby Consolas,JeuxActu,Jeuxvideo.com,Meristation,CD-Action,PlaySense,Vandal,4Players.de,Multiplayer.it,MGG,SpazioGames,Gameblog.fr,Hobby Consolas,JeuxActu,Jeuxvideo.com,Meristation,CD-Action,PlaySense,Vandal","70,68,67,62,60,60,60,55,50,50,50,50,70,68,67,62,60,60,60,55,50,50,50,50"
The Inpatient, PlayStation 4,"GameSpew,PlayStation LifeStyle,GameSpot,Areajugones,UploadVR,Impulsegamer,Wccftech,Merlin'in Kazanı (Turkey),GamesRadar+,Eurogamer Italy,Games Master UK,Atomix,PLAY! Zine,XGN,IGN Spain,Metro Montreal,Vandal,SpazioGames,Stevivor,Destructoid,Game Informer,4Players.de,Hobby Consolas,LEVEL (Czech Republic),Playstation Official Magazine UK,InsideGamer.nl,LevelUp,Press Start Australia,Gamer.nl,GameOver.gr,3DJuegos,JeuxActu,Trusted Reviews,Meristation,Critical Hit,PlayStation Universe,TheSixthAxis,CGMagazine,GamePro Germany,Multiplayer.it,COGconnected,Vgames,Everyeye.it,God is a Geek,games(TM),PlaySense,IGN Japan,Gameblog.fr,Hardcore Gamer,IGN Italia,Push Square,Easy Allies,Edge Magazine,Metro GameCentral,Post Arcade (National Post),Adventure Gamers,Cubed3","90,85,80,80,75,74,70,70,70,70,68,68,65,65,65,65,65,65,65,65,65,62,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,59,58,55,55,55,55,50,50,50,50,50,50,50,50,40,40,35,30,20"
Crystal Key 2: The Far Realm, PC,"GameSpy,GameZone,Quandary,Cheat Code Central,Adrenaline Vault,GameSpot,Game Over Online,Game Chronicles,Gamer's Hell,IGN,AceGamez,Adventure Gamers,Just Adventure,PC Gameworld,PC Gamer,Computer Gaming World","85,72,70,70,70,62,60,60,59,59,50,50,50,43,42,40"
WarJetz, PlayStation 2,"Hot Games,Gaming Age,GameSpot,Gamezilla!,Core Magazine,IGN,PSX Nation,GamerWeb Sony,Game Revolution","70,67,66,65,58,55,50,40,33"
KISS: Psycho Circus, Dreamcast,"Hot Games,Sega X,Core Magazine,IGN,GamerWeb Sega,CNET Gamecenter,Daily Radar,DC Swirl,GameSpot","80,76,67,62,56,50,50,50,45"
Evergrace, PlayStation 2,"GamePro,IGN,Happy Puppy,GameSpot,Da Gameboyz,Daily Radar,Gaming Age,Hot Games,TotalGames.net,Antagonist,GamerWeb Sony,PSX Nation","80,72,70,52,52,50,50,50,48,47,45,40"
AeternoBlade, 3DS,"4Players.de,God is a Geek,Destructoid,Multiplayer.it,Gameblog.fr,Cubed3,Vandal,Digitally Downloaded,NintendoWorldReport,IGN Italia,Official Nintendo Magazine UK,FNintendo,Nintendo Life,Eurogamer Portugal","77,70,70,65,60,60,60,60,55,54,52,50,50,30"
Murdered: Soul Suspect," PC, PlayStation 4, PlayStation 2","Hooked Gamers,Game Over Online,Pelit (Finland),Hyper Magazine,Ragequit.gr,GameWatcher,IGN Italia,Eurogamer Italy,Multiplayer.it,GameStar,PC Games,Eurogamer Germany,Riot Pixels,GameFront,IGN,PC PowerPlay,Adventure Gamers,USgamer,Cheat Code Central,GRYOnline.pl,LEVEL (Czech Republic),PC Gamer,GamesBeat,PlaySense,Gamestyle,NZGamer,Digital Chumps,GameCritics,XGN,Worth Playing,SpazioGames,Playstation Official Magazine Australia,Level7.nu,ZTGD,ActionTrip,PlayStation Universe,PSX Extreme,GamingTrend,God is a Geek,3DJuegos,Polygon,Joystiq,Everyeye.it,Kill Screen,LaPS4,Vandal,Game Informer,Thunderbolt,GameOver.gr,Push Square,Gameplanet,Gamereactor Denmark,Game Revolution,GameSpot,Eurogamer,Shacknews,Digitally Downloaded,Impulsegamer,COGconnected,GameTrailers,JeuxActu,PlayStation LifeStyle,EGM,IGN,Eurogamer Portugal,Gameblog.fr,Gamereactor Sweden,Gaming Age,InsideGamer.nl,The Globe and Mail (Toronto),Hardcore Gamer,The Escapist,GamesRadar+,Play UK,CD-Action,Playstation Official Magazine UK,Games.cz,Gamer.nl,Slant Magazine,Digital Spy,games(TM),Metro GameCentral,","80,76,70,70,70,70,70,70,70,67,64,60,56,55,55,50,50,50,50,50,40,40,89,80,80,79,76,75,75,70,70,70,70,70,70,70,70,70,70,70,70,70,70,67,67,67,65,60,60,60,60,60,60,60,60,60,60,56,55,55,55,55,55,55,50,50,50,50,50,50,50,50,50,48,45,40,40,40,40,40,30,30,"
Victorious Boxers: Revolution, Wii,"Play Magazine,Nintendo Gamer,Gamers' Temple,Game Positive,Kombo,GameSpy,DarkStation,Nintendojo,Game Informer,Cheat Code Central,GameZone,Game Chronicles,Games Master UK,GameSpot,GameTap,Official Nintendo Magazine UK,GameTrailers,n-Revolution Magazine UK,GamesRadar+,Worth Playing,Thunderbolt,IGN,Gaming Age,AceGamez,Digital Entertainment News,1UP","80,79,76,72,70,70,70,69,68,66,65,63,61,60,60,59,55,55,50,50,50,45,42,40,40,35"
Disaster Report 4: Summer Memories," Switch, PlayStation 2","Pure Nintendo,Noisy Pixel,Multiplayer.it,SpazioGames,FNintendo,Eurogamer Italy,Nintendo Life,GameGrin,NintendoWorldReport,Everyeye.it,Gameblog.fr,","80,75,65,64,60,60,60,60,55,50,40,"
SG/ZH: School Girl Zombie Hunter, PlayStation 4,"GameCritics,Digitally Downloaded,Destructoid,Gaming Age,4Players.de,Cubed3,God is a Geek,Hardcore Gamer,Push Square,DualShockers,Video Chums","85,80,70,67,60,60,55,40,40,40,37"
Mount & Blade: Warband, Xbox One,"MondoXbox,Xbox Achievements,Official Xbox Magazine UK,IGN,GameSpew,Windows Central,TrueAchievements,ICXM,We Got This Covered,ZTGD","75,75,70,68,60,50,50,40,40,30"
Guitar Hero: Van Halen," PlayStation 3, Xbox One","Game Chronicles,Playstation Official Magazine UK,GamingTrend,Game Informer,Play Magazine,Gamers' Temple,GameDaily,Worth Playing,Gaming Target,RealGamer,PSX Extreme,ZTGD,Play UK,Extreme Gamer,Playstation Official Magazine Australia,Eurogamer Portugal,Gamereactor Sweden,Eurogamer Spain,GameFocus,PSFocus,XGN,GamingExcellence,Playstation: The Official Magazine (US),GamePro,Gamervision,Gamer Limit,IGN,PSM3 Magazine UK,TheSixthAxis,Gamer.nl,D+PAD Magazine,Gaming Age,GameShark,","87,80,78,75,75,74,70,70,70,70,69,65,65,62,60,60,60,60,59,57,55,55,50,50,50,50,49,40,40,40,40,33,25,"
Warlocks 2: God Slayers, Switch,"Pure Nintendo,Gaming Nexus,GamingTrend,Nintendo Life,Switch Player,Switch Player,3DJuegos,Gamers' Temple,Digital Chumps,GameOver.gr,FNintendo,Cubed3","90,70,70,70,60,60,55,50,50,50,40,40"
Rack N Ruin, PlayStation 4,"PlayStation LifeStyle,GamingTrend,Gaming Nexus,XGN,PlaySense,NZGamer,Push Square,Vandal,God is a Geek,Attack of the Fanboy,TheSixthAxis,Digitally Downloaded","75,70,65,65,65,60,60,55,50,50,50,40"
Tony Hawk's Downhill Jam, PlayStation 2,"GameZone,Game Chronicles,PSX Extreme,PGNx Media,ZTGD,Gaming Target,Operation Sports,Total Video Games,AceGamez,Gamers' Temple,PSM Magazine,My Gamer,GamesRadar+,Game Almighty,Console Gameworld,Gaming Nexus,Official Playstation 2 Magazine UK,PSM3 Magazine UK,GameSpot,Play.tm,IGN,Games Master UK,Play UK,GameDaily,DarkStation,Worth Playing,TotalPlayStation,Game Informer,Playstation Official Magazine UK","83,82,80,79,70,70,70,70,70,66,65,64,60,60,60,60,60,60,59,58,55,55,51,50,50,50,45,40,40"
DOOM 3: BFG Edition, PC,"IGN,SpazioGames,GameStar,LEVEL (Czech Republic),Gamer.no,Eurogamer Germany,Game Over Online,Absolute Games,AusGamers,Eurogamer Sweden,Games.cz,Thunderbolt","76,75,74,60,60,60,60,56,50,40,40,20"
Pokedex 3D Pro, 3DS,"NintendoWorldReport,Cubed3,Nintendo Life,XGN,Digital Chumps,Gameblog.fr,Pocket Gamer UK,D+PAD Magazine","85,70,70,60,46,40,40,40"
Skylanders Giants, 3DS,"COGconnected,Nintendo Power,ZTGD,Digital Chumps,GamingTrend,Pocket Gamer UK,Game Revolution,Gamers\' Temple,Nintendojo","80,70,70,58,56,50,50,50,42"
Rise of the Argonauts," PC, PlayStation 3, Game Boy Advance","PC Games,LEVEL (Czech Republic),PC Zone UK,PC Gamer,GameStar,IGN,YouGamers,PC Format,G4 TV,GamesRadar+,Computer Games Online RO,Cynamite,Play (Poland),3DJuegos,GamingExcellence,Cheat Code Central,Hardcore Gamer,Total Video Games,Edge Magazine,Impulsegamer,Worth Playing,GameFocus,GameCritics,ZTGD,GamingExcellence,Gamer.nl,Extreme Gamer,Gamer 2.0,InsideGamer.nl,Gameplanet,GameZone,GamingXP,IGN,PS3bloggen.se,GameSpot,GamesRadar+,Game Informer,Cynamite,3DJuegos,The A.V. Club,Play UK,Gamers' Temple,Cheat Code Central,Hardcore Gamer,Playstation: The Official Magazine (US),Gamervision,Eurogamer Portugal,Total Video Games,Playstation Official Magazine UK,PSM3 Magazine UK,Games Master UK,Edge Magazine,1UP,","71,70,68,67,66,65,63,63,60,60,60,60,60,59,55,54,50,50,30,88,83,78,75,72,72,70,70,70,70,65,63,63,62,60,60,60,60,60,59,58,58,55,54,50,50,50,50,50,50,47,40,30,25,"
Soltrio Solitaire, Xbox 360,"Console Gameworld,TeamXbox,GamesRadar+,Planet Xbox 360,Game Chronicles,Gamers' Temple,Official Xbox Magazine,X-ONE Magazine UK,IGN,GameSpot,Official Xbox Magazine UK","87,71,70,70,63,62,60,60,52,50,40"
Monster Madness: Battle for Suburbia," PC, PlayStation 2","Play Magazine,PC Format,Cheat Code Central,VideoGamer,PC Zone UK,WHAM! Gaming,GameSpot,Eurogamer,Edge Magazine,GameZone,PC Gamer UK,PC Gamer,","90,79,64,60,59,55,51,50,50,50,48,42,"
Bleach: The 3rd Phantom, DS,"Official Nintendo Magazine UK,RPG Fan,GameZone,IGN,Cubed3,Multiplayer.it,Cheat Code Central,AceGamez,Vandal,3DJuegos,Nintendo Gamer,Kombo,Meristation,Pocket Gamer UK,Nintendo Life,Gamer Limit,DarkZero,N-Europe,RPGamer,GamesRadar+,Worth Playing,NintendoWorldReport,Gamestyle,games(TM),Gamereactor Sweden,GamingXP,Nintendo Power,Metro GameCentral","72,70,70,70,70,70,68,68,65,65,63,60,60,60,60,60,60,60,50,50,50,50,50,50,50,49,40,40"
Amazing Island, GameCube,"GamePro,TotalGames.net,Game Informer,GameZone,Nintendojo,Next Level Gaming,Weekly Famitsu,IGN,GameSpot,NintendoWorldReport,Nintendo Insider,Kombo,GMR Magazine,Nintendo Power,Cheat Code Central,Electronic Gaming Monthly,Play Magazine,Edge Magazine,G4 TV,Game Revolution,Gaming Age,NTSC-uk","80,74,73,71,70,70,68,67,65,65,65,65,60,60,50,47,42,40,40,33,33,20"
Disney Sports Snowboarding, Game Boy Advance,"G4 TV,NintendoWorldReport,IGN,Gamezilla!,Play Magazine,Nintendo Power,GameSpy","80,70,60,60,60,50,41"
Men in Black - The Series: Crashdown, PlayStation,"Gamezilla!,TotalGames.net,PSX Nation,GameZone,GameShark,Official U.S. Playstation Magazine,Gaming Age","80,80,73,65,60,60,25"
Ship Simulator 2006, PC,"Play.tm,Worth Playing,PC Gamer,AceGamez,G4 TV,GameZone,PC Zone UK,PC Gamer UK,Eurogamer,GamingExcellence","77,75,62,60,60,57,55,55,50,40"
Alpha Prime, PC,"Thunderbolt,Game Chronicles,PC Format,GameZone,Gamers' Temple,Worth Playing,Gaming Nexus,Play Magazine,PC Gamer UK,AceGamez,CPUGamer,Game Over Online,PC Zone UK,Gamer 2.0,Computer Games Online RO,GameWatcher,Game Revolution,PC Gamer,Eurogamer","70,70,69,69,67,67,65,65,60,60,60,60,58,58,54,53,50,40,30"
Blade Kitten," PlayStation 3, Xbox 360, Xbox 360","Eurogamer,Gamestyle,Play UK,Joystiq,Vandal,ZTGD,Multiplayer.it,Extreme Gamer,Game Informer,NZGamer,3DJuegos,Cheat Code Central,Console Monster,GamesRadar+,XGN,PSFocus,Destructoid,PSX Extreme,Games Master UK,Gamereactor Sweden,D+PAD Magazine,IGN,GameZone,SpazioGames,GameSpot,AceGamez,games(TM),Game Revolution,Eurogamer,Official Xbox Magazine,Vandal,ZTGD,MS Xbox World,Extreme Gamer,1UP,Game Informer,3DJuegos,Cheat Code Central,Console Monster,MondoXbox,DarkZero,GamesRadar+,XGN,The A.V. Club,Games Master UK,Gamereactor Sweden,D+PAD Magazine,IGN,GameZone,GameSpot,SpazioGames,Official Xbox Magazine UK,Totally360,X-ONE Magazine UK,Game Revolution,Eurogamer,Official Xbox Magazine,Vandal,ZTGD,MS Xbox World,Extreme Gamer,1UP,Game Informer,3DJuegos,Cheat Code Central,Console Monster,MondoXbox,DarkZero,GamesRadar+,XGN,The A.V. Club,Games Master UK,Gamereactor Sweden,D+PAD Magazine,IGN,GameZone,GameSpot,SpazioGames,Official Xbox Magazine UK,Totally360,X-ONE Magazine UK,Game Revolution","80,80,72,70,70,70,68,68,65,65,64,62,61,60,60,55,55,55,50,50,50,50,50,50,50,45,40,25,80,70,70,70,70,68,67,65,64,62,61,60,60,60,60,58,57,50,50,50,50,50,50,50,50,40,25,80,70,70,70,70,68,67,65,64,62,61,60,60,60,60,58,57,50,50,50,50,50,50,50,50,40,25"
Road Redemption, PlayStation 4,"GameSpace,PlaySense,PlayStation LifeStyle,COGconnected,God is a Geek,TheSixthAxis,PlayStation Country,Push Square,Video Chums,Gaming Age,Wccftech,Digitally Downloaded,Metro GameCentral","75,70,65,62,60,60,60,60,60,58,50,50,50"
Final Fantasy XV: Episode Gladiolus, PlayStation 4,"CGMagazine,GameSpew,Hobby Consolas,Gameblog.fr,Multiplayer.it,Atomix,Push Square,IGN Spain,We Got This Covered,Destructoid,PlayStation Universe,Let's Play Video Games,Everyeye.it,Game Revolution,4Players.de","75,70,70,70,68,68,60,60,60,60,60,55,50,50,25"
Drive!Drive!Drive!, PlayStation 4,"PlayStation LifeStyle,DualShockers,3DJuegos,TheSixthAxis,GameSpew,PlayStation Country,Games Master UK,We Got This Covered","80,75,65,60,60,60,44,40"
Deadly Premonition: The Director's Cut, PC,"Critical Hit,PC Gamer,PC PowerPlay,LEVEL (Czech Republic),Games.cz,Hardcore Gamer,4Players.de","70,63,60,60,60,50,49"
GEON: emotions, Xbox 360,"TeamXbox,Console Monster,MS Xbox World,IGN,Gaming Nexus,GameSpot,Eurogamer,Official Xbox Magazine,Game Chronicles,GamesRadar+,Official Xbox Magazine UK,Xbox World 360 Magazine UK,X-ONE Magazine UK","82,78,75,68,65,60,60,60,55,50,50,40,30"
The Fast and the Furious," PlayStation 2, PSP","Detroit Free Press,GameZone,Game Chronicles,TotalPlayStation,Cheat Code Central,IGN,GameSpot,Jolt Online Gaming UK,PSM Magazine,GamesRadar+,Game Informer,AceGamez,Boomtown,Play.tm,PSM3 Magazine UK,Games Master UK,Official U.S. Playstation Magazine,Eurogamer,Official Playstation 2 Magazine UK,Electronic Gaming Monthly,GameSpy,Playstation Official Magazine UK,IGN,Games Master UK,GameSpot,GamesRadar+,Cheat Code Central,Playstation Official Magazine UK,Pocket Gamer UK","75,74,74,70,70,66,66,66,65,60,60,60,60,55,51,51,50,50,50,45,40,40,62,62,60,60,52,50,40"
Evasive Space, Wii,"Destructoid,IGN,GameZone,GamePro,Cheat Code Central,1UP,GameShark,My Gamer,Nintendo Life,GameSpot","80,69,65,60,60,58,58,52,50,30"
Lucius, PC,"Pelit (Finland),Everyeye.it,PC Master (Greece),Meristation,GameCritics,GameSpot,3DJuegos,GameWatcher,LEVEL (Czech Republic),Multiplayer.it,Eurogamer Italy,Games.cz,GRYOnline.pl,IGN,4Players.de,GameOver.gr,RPG Fan,CD-Action,GameStar,Vandal,Adventure Gamers,PC Gamer,Destructoid","85,70,66,66,65,65,61,60,60,60,60,60,60,60,60,60,55,55,52,50,50,45,30"
MXGP2: The Official Motocross Videogame, Xbox One,"MondoXbox,NZGamer,TrueAchievements,Eurogamer Italy,GameSpew,GameCritics,ZTGD,We Got This Covered,XboxAddict,ICXM,XGN,Official Xbox Magazine UK,Gameplanet","80,80,70,70,70,60,60,60,56,50,45,40,40"
12 is Better Than 6, Switch,"GameSpace,Nintendo Insider,Pure Nintendo,Nintendo Enthusiast,Nintenderos,God is a Geek,The Indie Game Website,TheSixthAxis,Gameblog.fr,Video Chums","80,80,75,75,75,70,50,40,40,20"
PlayStation VR WORLDS, PlayStation 4,"Playstation Official Magazine Australia,Playstation Official Magazine UK,4Players.de,Impulsegamer,PLAY! Zine,High-Def Digest,Meristation,GamesRadar+,PlayStation Universe,Gamer.nl,JeuxActu,Vandal,Edge Magazine,Critical Hit,GameOver.gr,GameSpew,Digital Chumps,3DJuegos,IBTimes UK,Everyeye.it,IGN Italia,LaPS4,XGN,Hobby Consolas,Gameblog.fr,VideoGamer,Trusted Reviews,Metro GameCentral,IGN,TheSixthAxis,GameSpot,The Games Machine,PlaySense,games(TM),CGMagazine,PlayStation LifeStyle,Gameplanet,IGN Spain,Stevivor,USgamer,God is a Geek,Push Square,Destructoid,Multiplayer.it,Hardcore Gamer,SpazioGames,NZGamer,The Jimquisition","80,80,75,70,70,70,70,70,70,65,65,62,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,55,50,50,50,50,50,50,50,50,50,50,45,40,40,40,20"
BigFest, PlayStation Vita,"Digital Chumps,The Vita Lounge,Push Square,Gaming Age,Eurogamer Italy,Everyeye.it,Multiplayer.it,Hardcore Gamer","72,70,70,67,50,50,50,40"
Mage Knight: Destiny's Soldier, DS,"Console Gameworld,AceGamez,GameZone,Nintendojo,IGN,GameSpot,Game Informer,GamesRadar+","78,70,68,68,65,56,45,40"
Golem, PlayStation 4,"TheGamer,Screen Rant,PlayStation Universe,Video Chums,Destructoid,COGconnected,The Digital Fix,Eurogamer Italy,Playstation Official Magazine UK,PlayStation LifeStyle,GamingTrend,Worth Playing,Everyeye.it,TheSixthAxis,DarkStation,Metro GameCentral,Push Square,Game Rant,Twinfinite","80,80,80,80,75,73,70,60,60,60,60,58,57,50,50,40,40,30,30"
