Name,Platform,Sources,Scores
Fenix Furia, PlayStation 4,"Twinfinite,Vandal,Worth Playing,COGconnected,Brash Games,USgamer,We Got This Covered,Examiner","90,80,70,70,70,70,60,60"
The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water, PC,"Gaming Age,DarkStation,Areajugones,Game Informer,God is a Geek,RPG Fan,Game Rant,GameSpew,Ragequit.gr,DualShockers,GameGrin,GamingTrend,Everyeye.it,Cubed3,DarkZero,Worth Playing,SpazioGames,GameSpot,Hardcore Gamer,Gameblog.fr,COGconnected,IGN,Arcade Sushi,Wccftech,Twinfinite,App Trigger,Attack of the Fanboy,Impulsegamer,Destructoid,The Digital Fix","91,90,86,85,85,81,80,80,79,75,75,75,73,70,70,70,70,70,70,70,65,65,60,60,60,60,60,56,55,50"
SaGa Frontier Remastered, Switch,"GameGrin,COGconnected,Gamersky,Worth Playing,RPGamer,Siliconera,CD-Action,Nintenderos,Jeuxvideo.com,GameCritics,CGMagazine,RPG Site,Nintendo Insider,Hardcore Gamer,NintendoWorldReport,Nintendo Life,4Players.de,GamingTrend","95,86,80,80,80,80,75,75,75,70,70,70,70,70,65,60,60,40"
Worms 4: Mayhem," PC, Xbox","Pelit (Finland),BonusStage,Total Video Games,AceGamez,IncGamers,Cheat Code Central,PSX Extreme,Gamer's Hell,Boomtown,The Sydney Morning Herald,games(TM),Times Online,Pelaaja (Finland),G4 TV,Jolt Online Gaming UK,AceGamez,Pelit (Finland),BonusStage,NTSC-uk,Total Video Games,Cheat Code Central,Computer and Video Games,GamerFeed,IC-Games,Xbox Solution,GameZone,Thunderbolt,Gamezilla!,GameSpy,The Sydney Morning Herald,TotalGames.net,TeamXbox,Xbox Evolved,Official Xbox Magazine,Gamer's Hell,IGN,GameSpot,games(TM),Times Online,Pelaaja (Finland),GamingTrend,MS Xbox World","84,81,80,80,80,80,80,75,70,70,60,60,60,60,47,90,86,81,80,80,80,80,80,79,78,72,70,70,70,70,68,68,66,65,65,62,62,60,60,60,59,55"
Elven Legacy, PC,"Pelit (Finland),CPUGamer,Absolute Games,Total PC Gaming,Gamers.at,IGN,PC Games,Computer Games Online RO,GameShark,GameSpot,Worth Playing,Meristation,Cheat Code Central,PC Gamer UK,GameFocus,Gamer Limit,Game Over Online,GameZone,LEVEL (Czech Republic),PC PowerPlay,PC Zone UK,Boomtown,AceGamez,D+PAD Magazine,DarkZero,PC Format,Thunderbolt","90,90,80,80,79,77,76,76,75,75,75,75,74,74,72,72,71,70,70,70,67,60,60,50,50,48,40"
Mutant Year Zero: Road to Eden - Seed of Evil, PC,"Windows Central,PLAY! Zine,Strategy Gamer,IGN,Multiplayer.it,Wccftech,MGG,PC Invasion","90,85,80,71,70,70,53,50"
Brian Lara International Cricket 2007, PC,"PC Format,PC Gamer UK,Jolt Online Gaming UK,VideoGamer,PALGN,PC Zone UK,The Sydney Morning Herald","81,78,72,70,65,63,60"
Conflict: Desert Storm II - Back to Baghdad," Xbox, PlayStation 2, PC","XboxAddict,Game Chronicles,GameZone,Cheat Code Central,IGN,Game Informer,GameSpy,Edge Magazine,games(TM),TotalGames.net,TeamXbox,Official Xbox Magazine,Game Over Online,GameSpot,Xbox World Australia,Xbox Nation Magazine,Eurogamer,G4 TV,Electronic Gaming Monthly,Games Radar,TotalGames.net,GameZone,Gamer.tv,IGN,Game Informer,GameSpy,GamingWorld X,Deeko,PSX Nation,Edge Magazine,PSM Magazine,Armchair Empire,games(TM),Game Over Online,TotalPlayStation,GameSpot,GamePro,Eurogamer,Cheat Code Central,Electronic Gaming Monthly,","90,88,80,80,79,78,75,70,70,70,70,70,70,67,64,60,60,60,52,88,87,82,81,79,78,75,74,70,70,70,70,70,70,70,68,67,60,60,60,52,"
Industry Giant II, PC,"Media and Games Online Network,PC Gameworld,ActionTrip,GameZone,IGN,Gamers' Temple,GameSpy,GameSpot","82,81,81,75,72,72,68,58"
RedCard 20-03," GameCube, Xbox","Nintendo Power,GameZone,GameSpot,GamerWeb Nintendo,IGN,TotalGames.net,Nintendojo,Electric Playground,GameCube Europe,Gaming Age,Gamer's Pulse,GameZone,GameSpot,TeamXbox,GameSpy,XenGamers,Official Xbox Magazine,IGN,Xbox Nation Magazine","84,78,75,75,72,72,70,70,70,58,44,76,75,72,70,67,65,64,50"
ZooCube," Game Boy Advance, GameCube","Game Informer,GamerWeb Nintendo,TotalGames.net,IGN,GameZone,Nintendojo,GameSpy,Gaming Age,Nintendo Power,GameCritics,Nintendophiles,","85,85,80,78,76,75,74,67,52,50,45,"
NCAA March Madness 2001, PlayStation,"PSX Nation,IGN,GameSpot,Hot Games,Gaming Age,CNET Gamecenter,Sports Gaming Network,Maxim Online,Happy Puppy","91,84,83,80,75,60,60,60,50"
Mickey's Speedway USA, Nintendo 64,"Game Fan,Happy Puppy,Gaming Age,Hot Games,Nintendojo,GameSpot,Daily Radar,Da Gameboyz,IGN,GamePro,Game Revolution,CNET Gamecenter,Spank!,Games Radar","91,85,83,80,76,75,75,71,68,60,58,50,50,50"
Shinobi," PlayStation 2, 3DS","G4 TV,GamePro,Armchair Empire,Cinescape,Game Informer,All Game Guide,PSX Nation,GameShark,GameZone,IGN,GamingWorld X,GameSpot,GamerWeb Sony,Games Radar,GameSpy,Electronic Gaming Monthly,netjak,Gamestyle,Official U.S. Playstation Magazine,TotalGames.net,Game Revolution,Entertainment Weekly,Electric Playground,My Gamer,PSM Magazine,Play Magazine,Cheat Code Central,eToychest,Into Liquid Sky,Gamer's Pulse,Thunderbolt,GameNow,Eurogamer,XGN,Nintendojo,Gaming Age,NZGamer,Destructoid,NintendoWorldReport,Multiplayer.it,Impulsegamer,PALGN,Modojo,GamingXP,Official Nintendo Magazine UK,Universo Nintendo,Vandal,SpazioGames,GameSpot,IGN,Nintendo Power,Eurogamer Italy,GamesRadar+,Cubed3,Pocket Gamer UK,Cheat Code Central,Nintendo Life,Gamekult,Games Master UK,Nintendo Gamer,Eurogamer Portugal,Metro GameCentral,Joystiq,Eurogamer,games(TM),Gameblog.fr","100,90,87,83,80,80,80,80,80,78,77,76,75,75,74,73,71,70,70,70,67,67,65,62,60,60,60,60,58,58,50,42,30,85,83,83,82,80,80,80,80,80,80,80,80,78,77,75,75,75,75,70,70,70,70,70,70,70,61,61,60,60,60,50,40,20"
Battlefield 2: Euro Force, PC,"PC Gameworld,Cheat Code Central,BonusStage,GameSpot,PC Gamer,GameSpy,GamerFeed,Game Over Online,PC Gamer UK,PC Format,PC Zone UK","90,84,83,77,76,70,70,70,69,50,42"
Death end re;Quest, PlayStation 4,"GameGrin,Digitally Downloaded,GameCrate,Video Chums,GameOver.gr,RPG Fan,Gamers Heroes,4Players.de,SpazioGames,PlayStation LifeStyle,Meristation,Gameblog.fr,RPGamer,PlayStation Country,DualShockers,CGMagazine,PlayStation Universe,Hardcore Gamer,TheSixthAxis,Attack of the Fanboy,RPG Site,We Got This Covered,GameCritics,Everyeye.it,GameSpace,Gaming Age,Cubed3,GameSpew,GamingTrend","90,90,85,84,80,80,80,79,76,75,72,70,70,70,70,70,70,70,70,70,70,70,65,65,60,58,50,50,45"
The Lost Crown: A Ghost-hunting Adventure, PC,"Just Adventure,Quandary,Game Chronicles,Gamers.at,Cheat Code Central,Four Fat Chicks,WonderwallWeb,Pelit (Finland),PTGamers,Impulsegamer,IGN,GameZone,Adventure Gamers,Multiplayer.it,GamingXP,PC Games,PC Gamer,Game Over Online,PC Format,PC Zone UK,PC Gamer UK,Jolt Online Gaming UK,Thunderbolt","100,90,89,83,80,80,80,80,75,75,70,70,70,70,69,69,68,67,63,54,54,50,30"
This Is the Police," Xbox One, PC, PlayStation 4","Generación Xbox,SomosXbox,XboxAddict,TheXboxHub,Official Xbox Magazine UK,4Players.de,Gaming Age,XBLA Fans,ICXM,,Digitally Downloaded,COGconnected,Push Square,Digital Chumps,PlayStation Universe,PlayStation LifeStyle,Playstation Official Magazine UK,CGMagazine,God is a Geek,PlayStation Country,PlaySense,GameCritics","82,82,80,80,70,68,67,60,55,,90,70,70,65,65,65,60,60,60,60,60,40"
Ultra Street Fighter IV, PlayStation 4,"IGN Italia,ZTGD,Digital Chumps,Gaming Age,Play UK,PlayStation LifeStyle,GameCrate,GamingTrend,USgamer,Vandal,IGN Spain,Meristation,Multiplayer.it,Playstation Official Magazine UK,SpazioGames,Everyeye.it,XGN,GamesVillage.it,Hobby Consolas,InsideGamer.nl,PSX Extreme,LaPS4,Arcade Sushi,Digitally Downloaded,Impulsegamer,PlayStation Universe,NZGamer,Gameblog.fr","90,90,84,83,80,80,80,80,80,78,75,75,75,70,70,70,70,70,69,67,65,65,65,60,60,60,50,40"
Puddle," PlayStation 3, Wii U, Xbox 360","PSFocus,IGN,Games Master UK,4Players.de,Play UK,GameFocus,Impulsegamer,Playstation: The Official Magazine (US),Eurogamer Germany,Official PlayStation Magazine Benelux,Extreme Gamer,Playstation Official Magazine UK,Vandal,GameSpot,Gaming Nexus,GamingTrend,XGN,Cubed3,4Players.de,Digital Chumps,Worth Playing,3DJuegos,NintendoWorldReport,Everyeye.it,Nintendo Life,IGN,Official Nintendo Magazine UK,Nintendojo,Destructoid,SpazioGames,InsideGamer.nl,Eurogamer Italy,Vandal,DarkStation,GamingXP,GameShark,NZGamer,IGN,Multiplayer.it,3DJuegos,Gaming Age,Planet Xbox 360,SpazioGames,Everyeye.it,Eurogamer Sweden,Gamereactor Sweden,VideoGamer,ZTGD,Official Xbox Magazine UK,Gameblog.fr,Eurogamer Portugal,GameOver.gr,GameSpot,Level7.nu,Official Xbox Magazine","80,80,78,78,76,75,70,70,70,69,65,60,60,60,80,80,80,80,78,76,75,74,70,70,70,68,68,67,65,65,65,60,60,40,88,83,80,80,78,75,75,72,70,70,70,70,70,65,60,60,60,60,60,50,45"
Phantasy Star Zero, DS,"Cheat Code Central,Worth Playing,Multiplayer.it,Games Master UK,Nintendo Power,Zentendo,Everyeye.it,Kombo,RPG Fan,Nintendo Gamer,N-Europe,Cynamite,GameZone,Nintendojo,3DJuegos,Meristation,Official Nintendo Magazine UK,GamingXP,Pocket Gamer UK,Nintendo Life,AceGamez,Cubed3,Vandal,1UP,GameSpot,VideoGamer,DarkZero,Level7.nu,Gamer.no,SpazioGames,Metro GameCentral,Gamestyle,The A.V. Club","94,85,84,81,80,80,80,80,80,80,80,80,78,78,76,75,71,71,70,70,70,70,69,67,65,60,60,60,60,59,50,40,33"
Might & Magic X: Legacy, PC,"Digitally Downloaded,Pelit (Finland),Merlin'in Kazanı (Turkey),Multiplayer.it,Game Informer,PC Games,LEVEL (Czech Republic),PC PowerPlay,Games.cz,GRYOnline.pl,Joystiq,GameStar,Hooked Gamers,IGN Italia,Vandal,Meristation,3DJuegos,Critical Hit,IGN,PC Gamer,SpazioGames,games(TM),RPGamer,GameOver.gr,Gamer.nl,Game Over Online,RPG Fan,IncGamers,Eurogamer Germany,4Players.de,Eurogamer,Games Master UK,XGN,GamesBeat,GameWatcher,Hyper Magazine,The Digital Fix,God is a Geek,GameSpot,Riot Pixels,CD-Action,Gameplanet,Gameblog.fr,Metro GameCentral","100,87,85,85,83,82,80,80,80,80,80,79,78,78,78,75,75,75,73,73,70,70,70,70,70,70,70,70,70,70,70,69,65,65,65,60,60,60,60,58,55,55,50,50"
Fairy Tail," PlayStation 4, Switch, PC","Comicbook.com,PlayStation LifeStyle,Gamers Heroes,Digitally Downloaded,Shacknews,GameSpew,God is a Geek,Noisy Pixel,TheSixthAxis,Critical Hit,Cubed3,4Players.de,Meristation,IGN Italia,GameSpace,ZTGD,PlayStation Universe,Everyeye.it,Vandal,SpazioGames,DarkStation,Impulsegamer,BaziCenter,The Digital Fix,Attack of the Fanboy,TrueGaming,Hobby Consolas,IGN Spain,Push Square,The Games Machine,Riot Pixels,GameMAG,Playstation Official Magazine UK,Twinfinite,Multiplayer.it,Video Chums,PlaySense,Jeuxvideo.com,Screen Rant,TheGamer,DualShockers,Nintenderos,Siliconera,Pure Nintendo,NintendoWorldReport,XGN,Hardcore Gamer,RPGamer,Starbit,Nintendo Life,GameSkinny,3DJuegos,RPG Fan,Switch Player,RPG Site,PC Invasion,COGconnected,CGMagazine,Gamer Escape,MGG,Wccftech,PC Games,GameGrin","100,90,90,90,80,80,80,80,80,80,80,78,78,76,75,75,75,72,72,72,70,70,70,70,70,70,70,70,70,65,63,60,60,60,60,59,55,55,50,50,50,85,80,80,80,75,70,70,70,60,60,60,59,50,50,80,78,70,70,65,65,60,40"
Marvel's Guardians of the Galaxy - Episode 4: Who Needs You," PC, PlayStation 4","DarkStation,IGN,RPG Fan,Hardcore Gamer,Destructoid,Twinfinite,App Trigger,Attack of the Fanboy,Games.cz,SpazioGames,PlayStation LifeStyle,Everyeye.it,Cubed3,COGconnected,The Digital Fix,Push Square,CGMagazine","100,86,80,70,70,60,55,50,40,80,80,72,70,70,60,60,50"
Unbox: Newbie's Adventure, Xbox One,"Official Xbox Magazine UK,XboxAddict,ICXM,MondoXbox,4Players.de,Generación Xbox,TheXboxHub,GameGrin,TrueAchievements,ZTGD","80,75,75,74,72,70,70,65,60,60"
The Simpsons Game," PlayStation 3, Xbox 360, DS, PlayStation 2, Wii","Play UK,Playstation: The Official Magazine (US),AceGamez,GameTrailers,Games Master UK,IGN,Gamer 2.0,DailyGame,Cheat Code Central,Console Monster,ZTGD,GameZone,Jolt Online Gaming UK,GamePro,Maxi Consolas (Portugal),Play Magazine,Game Informer,GameDaily,GameSpot,GameTap,GameSpy,PSM3 Magazine UK,Playstation Official Magazine UK,TheSixthAxis,1UP,Total Video Games,G4 TV,VideoGamer,Game Revolution,games(TM),Armchair Empire,PGNx Media,Gaming Age,TeamXbox,Play.tm,MS Xbox World,Xbox World Australia,AceGamez,XboxAddict,MEGamers,GameTrailers,Planet Xbox 360,Console Monster,IGN,Pelit (Finland),Worth Playing,Gamer 2.0,DailyGame,Cheat Code Central,Play Magazine,GamePro,ZTGD,Official Xbox Magazine,Jolt Online Gaming UK,Kombo,Maxi Consolas (Portugal),GamingTrend,NZGamer,Game Informer,GameZone,Gamers' Temple,1UP,GameDaily,GameSpot,GameTap,GameSpy,X-ONE Magazine UK,Official Xbox Magazine UK,Boomtown,Electronic Gaming Monthly,GameShark,PALGN,Eurogamer,360 Gamer Magazine UK,G4 TV,Xbox World 360 Magazine UK,VideoGamer,Edge Magazine,Game Revolution,NTSC-uk,Video Game Talk,The A.V. Club,Thunderbolt,VideoGamer,AceGamez,GameZone,IGN,Gamer 2.0,GameSpot,1UP,MEGamers,Cheat Code Central,PALGN,Games Master UK,GamesRadar+,GameSpy,Pocket Gamer UK,Eurogamer,Gamestyle,Official Playstation 2 Magazine UK,AceGamez,Gamer 2.0,NZGamer,Game Informer,GameSpot,IGN,Gamestyle,VideoGamer,Game Revolution,GameTrailers,Gamer 2.0,Play Magazine,Jolt Online Gaming UK,Cheat Code Central,Official Nintendo Magazine UK,Game Informer,IGN,Game Positive,Console Monster,GameSpot,Kombo,Games Master UK,G4 TV,n-Revolution Magazine UK,Nintendo Gamer,Game Revolution,Nintendo Power,Gamestyle","82,80,80,79,79,77,77,77,76,76,75,75,75,75,75,75,73,70,70,70,70,70,70,70,70,60,60,50,50,40,90,85,83,82,82,80,80,80,80,80,79,78,78,77,77,77,77,77,76,75,75,75,75,75,75,75,74,74,73,73,72,70,70,70,70,70,70,70,70,68,67,65,60,60,60,51,50,50,50,50,50,25,80,80,80,79,77,77,75,75,74,70,65,64,60,60,50,50,40,80,80,77,75,73,70,65,60,50,50,79,77,75,75,74,74,73,70,70,67,65,60,60,60,60,55,42,40,40"
The Elder Scrolls Online, PC,"Cheat Code Central,GamesBeat,Hooked Gamers,Meristation,Digital Chumps,Impulsegamer,XGN,GameStar,4Players.de,Merlin'in Kazanı (Turkey),RPG Fan,Gaming Nexus,GameWatcher,Eurogamer Spain,InsideGamer.nl,The Escapist,3DJuegos,NowGamer,Digital Spy,games(TM),Hardcore Gamer,Game Revolution,MMORPG.com,IGN,ActionTrip,GamingTrend,NZGamer,Pelit (Finland),Games Master UK,Game Over Online,Games.cz,SpazioGames,GameOver.gr,Worth Playing,Eurogamer Portugal,Eurogamer Italy,Multiplayer.it,Eurogamer Germany,USgamer,JeuxActu,AusGamers,Level7.nu,Vandal,Gameblog.fr,Critical Hit,PC Gamer,Everyeye.it,Destructoid,GRYOnline.pl,COGconnected,CD-Action,LEVEL (Czech Republic),Hyper Magazine,The Digital Fix,DarkZero,Eurogamer,GameSpot,Polygon,Gamer.nl,Gamereactor Sweden,DarkStation,Edge Magazine,PCGamesN,VideoGamer","90,90,90,87,86,86,85,84,83,83,82,80,80,80,80,80,80,80,80,80,80,80,79,78,76,75,75,73,72,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,68,65,65,65,65,60,60,60,60,60,60,60,60,60,60,50,50,50,40"
Snake Pass," PC, PlayStation 4","Hardcore Gamer,Game Debate,Worth Playing,IGN,Riot Pixels,CD-Action,GameSpot,Game World Navigator Magazine,DarkZero,Eurogamer Italy,GRYOnline.pl,Everyeye.it,PlayStation Country,PSNStores,DualShockers,PlayStation Universe,Vandal,Atomix,InsideGamer.nl,The Games Machine,PlaySense,3DJuegos,IGN,IGN Spain,Video Chums,Playstation Official Magazine UK,Edge Magazine,SpazioGames,Gamer.nl,Twinfinite,Multiplayer.it,Meristation,GameSpot,Metro GameCentral,Push Square,Forbes,Games Master UK,EGM,games(TM),Gamer.no,Playstation Official Magazine Australia","80,75,75,72,70,70,70,68,60,80,80,80,80,80,80,80,79,78,77,77,75,75,72,72,71,70,70,70,70,70,70,70,70,70,70,70,68,65,50,40,20"
FlatOut," Xbox, PlayStation 2",",Computer and Video Games,AceGamez,The Sydney Morning Herald,Worth Playing,Next Level Gaming,BonusStage,Total Video Games,3DAvenue,Times Online,GameSpy,GameSpot,GameZone,eToychest,TotalGames.net,PSM Magazine,IGN,Game Over Online,Jolt Online Gaming UK,Edge Magazine,Play Magazine,Stuff,Game Informer,G4 TV,1UP,Yahoo!,Official U.S. Playstation Magazine,PSX Extreme,Electronic Gaming Monthly,Maxim Online,Cheat Code Central",",90,90,90,90,88,84,80,80,80,80,79,79,78,75,75,75,75,75,70,70,65,65,60,60,60,50,49,47,40,40"
Rad," PC, Switch","Cultured Vultures,PLAY! Zine,The Overpowered Noobs,Eurogamer Italy,IGN Italia,IGN,SpazioGames,The Games Machine,Game Informer,Multiplayer.it,Games.cz,BaziCenter,PC Games,The Digital Fix,PC Invasion,Everyeye.it,Game World Navigator Magazine,PC Gamer,Edge Magazine,GamingTrend,GameSpace,Switch Player,TheSixthAxis,Vooks,Nintenderos,IGN,The Indie Game Website,NintendoWorldReport,Nintendo Force Magazine,Nintendo Life,InsideGamer.nl,XGN,Nintendojo,Nintendo Insider","85,80,80,80,80,76,75,75,73,72,70,70,70,70,70,70,66,62,60,55,85,80,80,80,79,76,70,70,65,60,50,50,42,40"
Guitar Hero: Smash Hits, Xbox 360,"Game Chronicles,PGNx Media,WonderwallWeb,GamingTrend,XGN,Extreme Gamer,Pelit (Finland),TeamXbox,GameDaily,ZTGD,GameFocus,Game Informer,Gameplayer Sweden,Armchair Empire,GameZone,Official Xbox Magazine,Da Gameboyz,AtomicGamer,Gameplanet,Kombo,Multiplayer.it,Vandal,Gaming Nexus,Cheat Code Central,XboxAddict,IGN,Everyeye.it,Meristation,Gamer.nl,GamesRadar+,MondoXbox,Xbox World Australia,Eurogamer Spain,VideoGamer,RealGamer,Gamervision,Official Xbox Magazine UK,GamePro,Console Monster,Games Master UK,3DJuegos,Gaming Age,Worth Playing,MS Xbox World,InsideGamer.nl,Giant Bomb,Eurogamer,Totally360,games(TM),X-ONE Magazine UK,Gamestyle,Boomtown,Metro GameCentral,Play.tm,GamingExcellence,GameShark","100,98,91,90,86,84,80,80,80,80,80,80,80,80,76,75,75,75,75,75,75,75,75,74,72,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,67,67,67,65,63,60,60,60,60,60,60,60,60,60,55,42"
TouchMaster, DS,"Worth Playing,Gaming Age,DarkStation,Nintendo Power,Game Chronicles,IGN,GameSpot,ZTGD,Digital Entertainment News,Cheat Code Central,Eurogamer,AceGamez,GameShark,Modojo,GameSpy,VideoGamer,GameZone,The A.V. Club,Nintendo Gamer","87,83,80,80,80,78,75,75,74,72,70,70,67,60,60,60,59,58,45"
"Warhammer 40,000: Gladius - Relics of War", PC,"IGN Italia,Areajugones,The Games Machine,Multiplayer.it,Quarter to Three,Softpedia,Strategy Gamer,SpazioGames,IGN,Wccftech,4Players.de,GameStar,CD-Action,Digitally Downloaded,Jeuxvideo.com,GameWatcher,Everyeye.it,Worth Playing,PC Gamer,The Overpowered Noobs,FANDOM,Riot Pixels,Games Master UK,GameGrin","87,85,84,83,80,80,80,80,79,77,75,71,70,70,70,70,70,68,61,60,60,59,55,50"
Cars," PlayStation 2, GameCube, Xbox, PSP, Xbox 360, Wii","Play Magazine,PGNx Media,1UP,Official U.S. Playstation Magazine,AceGamez,GameZone,Worth Playing,GameSpot,Games Master UK,Pelit (Finland),IGN,GameSpy,GamesRadar+,TotalPlayStation,Yahoo!,PALGN,Next Level Gaming,Digital Entertainment News,Game Informer,Official Playstation 2 Magazine UK,PSM3 Magazine UK,Cheat Code Central,WHAM! Gaming,eToychest,The Sydney Morning Herald,G4 TV,Jolt Online Gaming UK,VideoGamer,Boomtown,Eurogamer,Play Magazine,PGNx Media,AceGamez,GameZone,1UP,GameSpot,WHAM! Gaming,Next Level Gaming,Worth Playing,Games Radar,IGN,Game Informer,GameSpy,Cheat Code Central,Nintendo Power,Deeko,Pro-G,eToychest,G4 TV,The Sydney Morning Herald,Detroit Free Press,WHAM! Gaming,Play Magazine,PGNx Media,AceGamez,1UP,GameSpot,GameZone,Next Level Gaming,Games Radar,IGN,Game Informer,GameSpy,TeamXbox,Cheat Code Central,Xbox Evolved,Pro-G,eToychest,Digital Entertainment News,G4 TV,The Sydney Morning Herald,Official Xbox Magazine UK,Official Xbox Magazine,Cheat Code Central,Digital Entertainment News,Pure Magazine UK,GameZone,IGN,eToychest,Worth Playing,GameSpot,TotalPlayStation,Yahoo!,Official Playstation 2 Magazine UK,WHAM! Gaming,GameSpy,GamesRadar+,Play UK,Official U.S. Playstation Magazine,Pocket Gamer UK,PGNx Media,Play Magazine,Game Chronicles,GameZone,TeamXbox,GameSpot,GameDaily,GamesRadar+,AceGamez,Planet Xbox 360,Digital Entertainment News,MS Xbox World,Official Xbox Magazine,360 Gamer Magazine UK,Kombo,Official Xbox Magazine UK,","85,85,80,80,80,78,77,76,76,72,70,70,70,70,70,70,70,70,70,70,70,68,65,60,60,60,60,60,60,40,85,85,80,80,80,76,74,71,71,70,70,70,70,68,65,65,60,60,60,60,50,90,85,85,80,80,76,74,71,70,70,70,70,69,68,61,60,60,60,60,60,58,50,88,81,80,76,75,75,75,74,70,70,70,65,60,60,60,50,50,83,80,80,78,73,70,70,70,70,61,60,60,55,50,50,40,"
Aragami," PlayStation 4, PC","God is a Geek,Wccftech,Hobby Consolas,GameGrin,Eurogamer Italy,GameSpew,4Players.de,COGconnected,Digital Chumps,PlayStation Universe,PlayStation LifeStyle,Worth Playing,GameCritics,CGMagazine,PlaySense,Gameblog.fr,Vandal,IGN Italia,Destructoid,Push Square,Areajugones,Everyeye.it,NZGamer,ZTGD,Digitally Downloaded,The Digital Fix,High-Def Digest,TheSixthAxis,Gaming Age,Kill Screen,Twinfinite,Ragequit.gr,CD-Action,Multiplayer.it,GameStar,SpazioGames,Meristation,PC PowerPlay,Games.cz,Eurogamer Poland,Shacknews,3DJuegos,Hardcore Gamer,PLAY! Zine,LEVEL (Czech Republic)","90,85,82,80,80,80,78,77,75,75,75,70,70,70,70,70,70,70,70,70,70,66,65,65,60,60,60,60,58,56,90,83,80,80,79,75,75,70,70,70,70,70,70,60,40"
Grand Slam Tennis 2, Xbox 360,"IGN,GamingXP,Pelit (Finland),Gaming Age,Game Chronicles,Machinima,Game Revolution,ZTGD,Official Xbox Magazine UK,Game Informer,Multiplayer.it,Games Master UK,GameTrailers,Totally360,Planet Xbox 360,Xbox Achievements,SpazioGames,MondoXbox,LEVEL (Czech Republic),Worth Playing,Gamereactor Denmark,Eurogamer Spain,Everyeye.it,CD-Action,Vandal,Metro GameCentral,Gamestyle,Eurogamer Italy,Gamereactor Sweden,Extreme Gamer,Gamers' Temple,XboxAddict,Xbox World Australia,GameSpot,Gamer.nl,X-ONE Magazine UK,Level7.nu,Giant Bomb,GameOver.gr,DarkStation,IncGamers,Official Xbox Magazine,UGO,Gaming Nexus,BigPond GameArena","85,84,83,83,82,80,80,80,80,80,78,76,75,75,75,75,75,72,70,70,70,70,70,70,70,70,70,70,70,69,68,68,68,65,60,60,60,60,60,60,60,60,58,42,40"
World Championship Poker 2: Featuring Howard Lederer," Xbox, PlayStation 2, PC, PSP","BonusStage,eToychest,Console Gameworld,GameSpot,TeamXbox,Official Xbox Magazine UK,IGN,GamerFeed,Official Xbox Magazine,Worth Playing,BonusStage,GameZone,eToychest,Pure Magazine UK,GameSpot,PSX Extreme,IC-Games,IGN,DailyGame,Game Chronicles,Digital Entertainment News,Official U.S. Playstation Magazine,GamerFeed,PSM Magazine,G4 TV,GamerNode,Gamestyle,Official Playstation 2 Magazine UK,GameSpy,BonusStage,GameSpot,Digital Entertainment News,Game Chronicles,PC Gamer,PC Zone UK,PC Gamer UK,GameZone,BonusStage,eToychest,GameSpot,GameZone,Worth Playing,Game Chronicles,Play.tm,GameSpy,PSX Extreme,My Gamer,IGN,Official Playstation 2 Magazine UK,Official U.S. Playstation Magazine,GamesRadar+,PSM Magazine,Pocket Gamer UK,AceGamez","82,80,78,75,74,72,70,60,55,87,82,81,80,80,75,73,72,70,70,70,70,60,60,60,60,60,60,50,40,82,75,72,70,65,59,56,55,82,80,75,75,75,73,73,70,70,70,65,60,50,50,50,50,40"
