Name,Platform,Sources,Scores
Nioh 2: The First Samurai, PlayStation 4,"Game Revolution,Multiplayer.it,IGN Italia,Impulsegamer,Critical Hit,Merlin'in Kazanı (Turkey),Everyeye.it,TierraGamer,Gameblog.fr,Worth Playing,RPG Site,Atomix,PlayStation Universe,Destructoid","80,80,80,78,75,75,72,70,70,70,70,69,60,60"
Hitman - Episode 4: Bangkok, PlayStation 4,"CGMagazine,Critical Hit,Playstation Official Magazine UK,IBTimes UK,VideoGamer,God is a Geek,GameCritics,PLAY! Zine,PlayStation Universe,Multiplayer.it,PlaySense,Everyeye.it,Push Square,Gameblog.fr,High-Def Digest,Arcade Sushi,Destructoid,COGconnected,Hardcore Gamer,Trusted Reviews,USgamer,We Got This Covered","90,85,80,80,80,80,75,75,75,75,70,70,70,70,70,65,65,62,60,60,60,50"
Star Wars Galaxies: An Empire Divided, PC,"Cinescape,GamePro,GameNow,Game Informer,GameZone,VIA Gamers Arena,Game Chronicles,Gamer.tv,CPUGamer,IGN,Cheat Code Central,Gamer's Hell,PC Gamer,GameSpot,GameSpy,ActionTrip,AtomicGamer,1UP,GMR Magazine,Eurogamer,PC Format,Play Magazine,Armchair Empire,Gamer's Pulse,GamerFeed,Game Revolution,Computer Games Magazine,Edge Magazine,Adrenaline Vault,netjak,G4 TV,Yahoo!,Computer Gaming World","100,100,100,95,90,85,81,80,80,80,80,78,77,75,75,73,72,70,70,70,68,67,65,62,60,58,50,50,50,45,40,40,30"
Corpse Party," PC, PSP","Gaming Nexus,COGconnected,GameSpew,Hardcore Gamer,Brash Games,Multiplayer.it,RPG Fan,DarkStation,DarkZero,RPG Site,We Got This Covered,Game Chronicles,Destructoid,Gaming Nexus,Eurogamer Germany,EGM,Meristation,Game Informer,1UP,GameSpot,ZTGD,DarkStation,IGN,GamesRadar+,The A.V. Club,games(TM),Edge Magazine,Pocket Gamer UK,Playstation: The Official Magazine (US)","85,83,80,80,80,75,70,70,70,50,40,100,90,83,80,80,80,80,75,75,73,70,70,70,67,60,60,60,40"
PAIN, PlayStation 3,"GamesRadar+,Game Chronicles,Eurogamer,Console Monster,TheSixthAxis,LEVEL (Czech Republic),Cheat Code Central,VideoGamer,PTGamers,PSM3 Magazine UK,Gaming Target,Gaming Age,GameSpot,TotalPlayStation,1UP,Da Gameboyz,Games Master UK,WHAM! Gaming,PSX Extreme,Play UK,Playstation Official Magazine UK,Gamer.nl,Thunderbolt,Boomtown,GameZone,IGN,Extreme Gamer,Gamers' Temple,MEGamers,Edge Magazine,games(TM),GameDaily,Digital Entertainment News,The A.V. Club,NZGamer,Gamestyle,Gameplayer Sweden","90,88,80,80,80,80,80,80,75,75,75,75,75,75,75,73,73,73,72,71,70,70,70,70,70,68,65,65,62,60,60,60,60,50,50,50,50"
Rugby 2005, PlayStation 2,"Australian GamePro,Worth Playing,BBC Sport,GameZone,IGN,The Sydney Morning Herald,Gaming Age,PGNx Media,GameSpot,GamePro,GameSpy,PSM Magazine,G4 TV,Official U.S. Playstation Magazine,TotalGames.net","90,85,84,83,80,80,75,73,71,70,70,65,60,50,34"
Mad Riders," PlayStation 3, Xbox 360","Official PlayStation Magazine Benelux,Playstation Official Magazine UK,Game Informer,Play UK,Playstation Official Magazine Australia,NZGamer,Vandal,DarkStation,PlayStation LifeStyle,Push Square,Eurogamer Portugal,","83,80,78,70,70,70,70,60,60,60,50,"
My Time At Portia, Switch,"GameSpace,GamesRadar+,Everyeye.it,GamingTrend,Pure Nintendo,Nintenderos,Hobby Consolas,NintendoWorldReport,Cultured Vultures,The Sydney Morning Herald,Vooks,Nintendo Life,God is a Geek,FNintendo,GameSpot,Game Informer,Nintendo Force Magazine,Switch Player","90,90,88,85,85,80,80,75,75,70,70,70,65,60,60,58,55,40"
Kona, PlayStation 4,"GameGrin,GameCritics,IGN Italia,4Players.de,COGconnected,Vandal,PlayStation Universe,Digitally Downloaded,Gamer.no,God is a Geek,Gamer.nl,XGN,IGN Spain,SpazioGames,PlaySense,Multiplayer.it,Everyeye.it,Eurogamer Italy,TheSixthAxis,Push Square,InsideGamer.nl,The Games Machine","100,85,85,81,80,80,75,70,70,70,70,70,70,70,65,65,65,60,60,60,55,50"
Aces of the Galaxy, Xbox 360,"GamePro,GameFocus,IGN,Console Monster,WonderwallWeb,Official Xbox Magazine,GameZone,TeamXbox,GameSpot,MS Xbox World,Thunderbolt,Talk Xbox,Cheat Code Central,Gamers' Temple,Games Master UK,Worth Playing,GamerNode,Official Xbox Magazine UK,Game Chronicles,1UP,Planet Xbox 360,Eurogamer,Gamestyle,Totally360,games(TM),Xbox World 360 Magazine UK,X-ONE Magazine UK","90,88,84,83,83,80,80,80,80,80,80,80,78,78,78,77,75,70,69,67,63,60,60,40,40,40,40"
WWE Legends of WrestleMania," Xbox 360, PlayStation 3","TeamXbox,GamingTrend,Official Xbox Magazine,Da Gameboyz,Game Informer,XboxAddict,SpazioGames,Extreme Gamer,Games Master UK,VideoGamer,Meristation,Totally360,MS Xbox World,GameDaily,GamePro,X-ONE Magazine UK,D+PAD Magazine,AceGamez,Worth Playing,ZTGD,3DJuegos,Game Chronicles,InsideGamer.nl,Cheat Code Central,Console Monster,Planet Xbox 360,MEGamers,Game Revolution,GameFocus,MondoXbox,GamingExcellence,Gamer 2.0,HellBored,Official Xbox Magazine UK,Metro GameCentral,Gamer.nl,Play.tm,GamesRadar+,GameZone,NZGamer,Gameplanet,Xbox Achievements,XGN,Gaming Age,Game Over Online,IGN,Giant Bomb,Eurogamer Portugal,Eurogamer,Vandal,DarkZero,Gaming Nexus,1UP,GameSpot,Boomtown,GameSpy,DailyGame,Xbox World 360 Magazine UK,GameShark,Worth Playing,GamingTrend,PSX Extreme,Da Gameboyz,Game Informer,Impulsegamer,GameZone,Extreme Gamer,VideoGamer,GameDaily,GamePro,Play UK,ZTGD,3DJuegos,InsideGamer.nl,Cheat Code Central,Game Chronicles,Game Revolution,GameFocus,Multiplayer.it,GamingExcellence,Gamer 2.0,Gamer.nl,GamesRadar+,Thunderbolt,NZGamer,Playstation: The Official Magazine (US),Gameplanet,XGN,Gaming Age,Game Over Online,IGN,Giant Bomb,Vandal,DarkZero,Playstation Official Magazine Australia,1UP,PSM3 Magazine UK,GameSpot,GameSpy,Playstation Official Magazine UK,DailyGame,GameShark","89,87,85,85,85,84,81,81,80,80,80,80,80,80,80,80,80,80,80,80,79,79,78,78,78,77,77,75,75,75,73,72,71,70,70,70,70,70,70,70,70,70,68,67,67,65,60,60,60,60,60,58,58,50,50,50,50,41,25,88,87,87,85,85,82,82,81,80,80,80,80,80,79,78,78,76,75,75,74,73,72,70,70,70,70,70,70,68,67,67,65,60,60,60,60,58,58,50,50,50,50,25"
"Warhammer 40,000: Inquisitor - Martyr"," Xbox One, PC, PlayStation 4","Xbox Tavern,Generación Xbox,SomosXbox,Jeuxvideo.com,4Players.de,TheXboxHub,ZTGD,God is a Geek,IGN Spain,Xbox Achievements,AusGamers,,GameCritics,PlayStation Country,Jeuxvideo.com,PlayStation Universe,Video Chums,Digitally Downloaded,PlayStation LifeStyle,DarkStation,Wccftech,Meristation,PlaySense,Eurogamer Italy,Vandal,Everyeye.it,Playstation Official Magazine UK,Push Square,GameSpew","85,80,80,75,72,70,65,65,65,65,60,,85,80,75,75,74,70,70,70,67,65,65,60,56,55,50,50,50"
Dreamfall Chapters Book Two: Rebels, PC,"Ragequit.gr,Multiplayer.it,Hardcore Gamer,games(TM),GameSpot,IncGamers,Polygon,Game World Navigator Magazine","89,80,80,70,70,70,65,60"
Harry Potter and the Goblet of Fire," Game Boy Advance, PSP, GameCube, Xbox, DS, PlayStation 2, PC","NintendoWorldReport,PGNx Media,Nintendo Power,GameZone,IGN,Next Level Gaming,Worth Playing,GameSpot,GameSpy,Cheat Code Central,PGNx Media,IGN,GameSpot,Official U.S. Playstation Magazine,Official Playstation 2 Magazine UK,Next Level Gaming,PSX Extreme,PALGN,PSM Magazine,GameSpy,Worth Playing,DarkStation,Nintendo Power,PGNx Media,GameZone,Play Magazine,eToychest,GameSpot,IGN,Armchair Empire,Cheat Code Central,NintendoWorldReport,Pelit (Finland),GameSpy,N-Insanity,Game Informer,Jolt Online Gaming UK,GamePro,G4 TV,The Sydney Morning Herald,AceGamez,Total Video Games,PGNx Media,Computer and Video Games,Game Chronicles,GameZone,Play Magazine,Armchair Empire,eToychest,DailyGame,GameSpot,IGN,DarkStation,Official Xbox Magazine,Cheat Code Central,Pelit (Finland),GameSpy,TeamXbox,Just RPG,Game Informer,Worth Playing,Jolt Online Gaming UK,GamePro,G4 TV,The Sydney Morning Herald,Xbox World Australia,AceGamez,Total Video Games,Next Level Gaming,PALGN,Nintendo Power,eToychest,GameZone,WHAM! Gaming,IGN,PGNx Media,Game Over Online,GameSpot,BonusStage,Worth Playing,NintendoWorldReport,Armchair Empire,GameSpy,PGNx Media,Digital Entertainment News,Play Magazine,eToychest,Armchair Empire,GameSpot,Just RPG,IGN,Gaming Horizon,GameZone,GameSpy,WHAM! Gaming,Cheat Code Central,Official U.S. Playstation Magazine,Pelit (Finland),Boomtown,IncGamers,PSM Magazine,PSX Extreme,Game Informer,Console Gameworld,GamePro,Yahoo!,Jolt Online Gaming UK,The Sydney Morning Herald,G4 TV,Official Playstation 2 Magazine UK,Total Video Games,AceGamez,","90,83,80,77,74,72,69,66,40,80,78,75,73,70,70,68,65,65,65,60,60,60,85,80,75,75,75,73,72,70,70,70,70,70,68,65,60,60,60,60,50,50,80,80,78,75,75,75,75,74,73,72,70,70,70,70,70,68,68,65,65,60,60,60,60,59,50,50,81,80,80,80,80,80,78,78,75,65,60,60,50,50,40,80,77,75,75,74,73,73,72,71,71,70,70,70,70,70,70,70,70,68,65,65,60,60,60,60,60,60,50,50,"
Forgotten Realms: Demon Stone," PlayStation 2, PC","PSX Nation,Game Informer,BonusStage,eToychest,PSM Magazine,GameBiz,Play Magazine,GameZone,Warcry,GameSpot,TotalGames.net,Gaming Target,GamingTrend,Xequted,IGN,DailyGame,Jolt Online Gaming UK,Yahoo!,TotalPlayStation,Official U.S. Playstation Magazine,GamerFeed,AceGamez,Game Over Online,DarkStation,GamePro,GameSpy,GMR Magazine,Worth Playing,1UP,Armchair Empire,Electronic Gaming Monthly,Edge Magazine,Thunderbolt,XGP Gaming,Times Online,G4 TV,Cheat Code Central,Boomtown,games(TM),Eurogamer,eToychest,PC Gamer,GameSpot,Jolt Online Gaming UK,GameBiz,ActionTrip,PC Format,1UP,GameSpy,Computer Gaming World,Computer and Video Games","90,88,87,85,85,83,83,80,80,79,79,77,76,74,73,73,72,70,70,70,70,70,70,70,70,70,70,65,65,65,62,60,60,60,60,60,60,60,50,50,82,81,74,71,70,68,67,65,60,60,58"
Bionic Commando," PlayStation 3, Xbox 360, PC","Play Magazine,The A.V. Club,Kombo,Kikizo,GameZone,Play UK,ZTGD,PlayStation Universe,Giant Bomb,IGN,Cynamite,GamePro,Gamer.nl,Vandal,InsideGamer.nl,VideoGamer,3DJuegos,Cheat Code Central,NZGamer,Gaming Nexus,Game Revolution,Multiplayer.it,Console Monster,PALGN,Gamervision,Playstation Official Magazine Australia,IGN UK,XGN,Eurogamer Portugal,Total Video Games,SpazioGames,PSM3 Magazine UK,PSX Extreme,Game Informer,Game Positive,Pelit (Finland),Playstation Official Magazine UK,GameSpot,DarkZero,D+PAD Magazine,GameSpy,GameDaily,PS3bloggen.se,1UP,Gaming Age,Worth Playing,Playstation: The Official Magazine (US),Thunderbolt,Play Magazine,AtomicGamer,TeamXbox,ZTGD,Giant Bomb,IGN,Cynamite,GamePro,Gamer.nl,Vandal,Official Xbox Magazine,InsideGamer.nl,VideoGamer,X-ONE Magazine UK,Gameplayer Sweden,GameCritics,MondoXbox,GamesNation,Games Master UK,3DJuegos,GameTrailers,Planet Xbox 360,Cheat Code Central,NZGamer,Play.tm,Gaming Nexus,MS Xbox World,Game Revolution,Multiplayer.it,Xbox Achievements,GamingXP,Gamervision,GameZone,WonderwallWeb,Eurogamer,IGN UK,Telegraph,Meristation,XGN,Everyeye.it,Totally360,Worth Playing,Total Video Games,Thunderbolt,Level7.nu,NTSC-uk,MEGamers,SpazioGames,Game Informer,Edge Magazine,Official Xbox Magazine UK,games(TM),GameSpot,DarkZero,GameSpy,GameDaily,Eurogamer Spain,Game Positive,Xbox World 360 Magazine UK,1UP,Gaming Age,ActionTrip,Wired,Metro GameCentral,Destructoid,PC Games,Cynamite,InsideGamer.nl,VideoGamer,Gamers.at,Cheat Code Central,NZGamer,Gaming Nexus,IGN,GameStar,PC Gamer UK,Absolute Games,Total Video Games,LEVEL (Czech Republic),GameZone,PC Zone UK,SpazioGames,Computer Games Online RO,Total PC Gaming,GameSpot,PC Format,GameSpy","95,91,90,90,83,82,81,80,80,80,80,80,80,80,80,80,77,76,76,75,75,75,75,75,73,70,70,70,70,70,67,67,67,63,60,60,60,60,60,60,60,60,60,58,58,55,50,40,95,85,82,81,80,80,80,80,80,80,80,80,80,80,80,80,79,78,77,77,77,77,76,76,75,75,75,75,75,75,74,73,72,72,70,70,70,70,70,70,70,70,70,70,70,70,69,67,63,60,60,60,60,60,60,60,60,60,59,58,58,54,50,50,50,84,80,80,80,79,76,76,75,75,74,74,72,70,70,69,68,67,65,60,55,54,40"
Heretic Kingdoms: The Inquisition, PC,"Worth Playing,Boomtown,Gamer's Hell,Four Fat Chicks,Game Chronicles,My Gamer,Game Over Online,IncGamers,GameZone,Gamers Europe,PC Gamer,PC Gameworld,Next Level Gaming,eToychest,Computer Games Online RO,PC Format","90,80,80,80,80,78,78,75,73,70,70,70,60,60,58,55"
Marc Ecko's Getting Up: Contents Under Pressure," Xbox, PlayStation 2, PC","AceGamez,Maxim Online,Cheat Code Central,GameSpot,Games Radar,TeamXbox,Xbox Solution,Pelit (Finland),Official Xbox Magazine,Computer and Video Games,MS Xbox World,Kombo,Extreme Gamer,Jolt Online Gaming UK,G4 TV,GameSpy,GamerFeed,Game Chronicles,BonusStage,The New York Times,GameCritics,Gamer 2.0,Game Informer,Talk Xbox,Games Radar,IGN,Gamezilla!,Game Over Online,1UP,Gamer's Hell,Worth Playing,ZTGD,GameShark,Stuff,Console Gameworld,Play Magazine,eToychest,The A.V. Club,RewiredMind,Electronic Gaming Monthly,Digital Entertainment News,Detroit Free Press,GamePro,Gaming Age,Edge Magazine,Maxim Online,AceGamez,Cheat Code Central,GameSpot,VGPub,GameSpy,Computer and Video Games,PSX Extreme,PSM Magazine,G4 TV,Official Playstation 2 Magazine UK,Armchair Empire,Console Gameworld,GameZone,BonusStage,The New York Times,Gamer 2.0,Game Informer,1UP,IGN,GamesRadar+,Game Over Online,Gamenikki,GameShark,Stuff,My Gamer,Yahoo!,Eurogamer,Official U.S. Playstation Magazine,Play Magazine,eToychest,The A.V. Club,Worth Playing,TotalPlayStation,GamePro,Electronic Gaming Monthly,Digital Entertainment News,Edge Magazine,Boomtown,Maxim Online,Cheat Code Central,GameSpot,Jolt Online Gaming UK,BonusStage,Game Chronicles,The New York Times,Gamer 2.0,PC Gamer UK,Game Informer,1UP,IGN,Stuff,Da Gameboyz,GamesRadar+,Computer Games Magazine,The A.V. Club,PC Zone UK,PC Format,PC Gamer,Edge Magazine","90,90,88,87,85,82,82,82,80,80,80,80,80,80,80,80,80,78,78,76,75,74,73,73,70,70,70,70,70,70,70,70,67,65,65,60,60,58,50,50,50,50,50,50,40,90,90,88,87,86,80,80,80,80,80,80,80,80,79,78,76,74,73,70,70,70,70,70,67,65,64,60,60,60,60,60,58,56,55,50,50,50,40,30,90,88,84,80,78,78,76,74,74,73,70,70,65,65,60,60,58,57,51,50,40"
LEGO Worlds," PC, Xbox One, PlayStation 4","4Players.de,Multiplayer.it,GameGrin,IGN,Eurogamer Italy,GameStar,Riot Pixels,GRYOnline.pl,TheXboxHub,ICXM,Xbox Achievements,Post Arcade (National Post),MondoXbox,Critical Hit,God is a Geek,IGN Spain,Generación Xbox,Windows Central,SomosXbox,ZTGD,TrueAchievements,InsideGamer.nl,XGN,games(TM),New Game Network,M3,CGMagazine,Official Xbox Magazine UK,","80,80,75,72,70,67,65,60,80,80,80,80,77,75,75,72,70,70,70,70,70,67,65,60,60,60,60,50,"
Lilly Looking Through, PC,"Adventure Gamers,Destructoid,4Players.de,Eurogamer Germany,Eurogamer Italy,Games.cz,Gameblog.fr,Hooked Gamers,LEVEL (Czech Republic)","80,80,73,70,70,70,70,69,60"
Red Faction: Armageddon, PlayStation 3,"GamingExcellence,1UP,Armchair Empire,Game Over Online,GameFocus,MEGamers,Game Revolution,ZTGD,Pelit (Finland),Impulsegamer,Videogameszone.de,Gamers' Temple,GamingXP,Eurogamer Portugal,GameWatcher,Worth Playing,Vandal,GameSpot,3DJuegos,PSX Extreme,Everyeye.it,Cheat Code Central,PSFocus,Console Monster,Game Chronicles,PlayStation Universe,Game Informer,Playstation Official Magazine Australia,GameOver.gr,Extreme Gamer,Level7.nu,SpazioGames,TheSixthAxis,PlayStation LifeStyle,GamePro,Gamereactor Sweden,GamesRadar+,IGN,Playstation: The Official Magazine (US),PALGN,Play UK,Gamer.no,Gameblog.fr,Playstation Official Magazine UK,Gamereactor Denmark,Gamer.nl,VideoGamer,GamerNode,Giant Bomb,PSM3 Magazine UK,GameSpy,Metro GameCentral","95,91,85,85,85,83,83,83,82,82,82,81,80,80,80,80,80,80,79,78,76,76,75,75,75,75,73,70,70,70,70,70,70,70,70,70,70,70,70,65,62,60,60,60,60,60,60,60,60,55,50,40"
Shrek SuperSlam," Xbox, GameCube, PlayStation 2","GameZone,PGNx Media,TeamXbox,VGPub,AceGamez,Game Chronicles,Xbox World Australia,IC-Games,Gaming Age,Worth Playing,Kombo,Boomtown,IGN,Gamezilla!,Computer and Video Games,GameSpot,Next Level Gaming,Gamer's Hell,DailyGame,WHAM! Gaming,PGNx Media,AceGamez,Game Chronicles,GameZone,Gaming Age,Kombo,IGN,Next Level Gaming,Gaming Nexus,GamerFeed,WHAM! Gaming,","83,83,82,82,80,79,77,75,75,73,72,70,70,70,70,69,68,66,65,20,83,80,78,76,75,72,70,68,67,60,30,"
Where the Heart Leads," PlayStation 5, PlayStation 4","Comicbook.com,God is a Geek,But Why Tho?,SpazioGames,Digital Chumps,Screen Rant,IGN Italia,Eurogamer Italy,Noisy Pixel,Push Square,Vandal,VideoGamer,GameMAG,Gamepressure,GamingTrend,Pure Playstation,COGconnected,PlayStation Universe,PLAY,Checkpoint Gaming,Worth Playing,Everyeye.it,Shacknews,Game Rant,KeenGamer,Twinfinite,Softpedia,GameSpew,Finger Guns,PlayStation LifeStyle,Gaming Age,Multiplayer.it,TheSixthAxis,Vandal,Shindig,Edge Magazine,Destructoid","90,90,90,85,85,80,79,70,60,60,57,50,50,90,90,90,88,85,80,80,80,80,80,80,75,70,70,70,70,70,67,65,60,57,50,40,25"
Beyond Blue, Xbox One,"GameCritics,GameSpew,MondoXbox,Generación Xbox,Cultured Vultures,ZTGD,AusGamers,Vandal,DarkStation,TheXboxHub,Xbox Tavern,Jeuxvideo.com,XBLA Fans,God is a Geek","85,80,78,75,75,70,70,70,70,70,68,65,60,60"
Leisure Suit Larry: Wet Dreams Don't Dry, PlayStation 4,"Vandal,Hobby Consolas,TheSixthAxis,God is a Geek,Push Square,PlayStation Universe,Cultured Vultures","75,73,70,70,70,70,70"
Earth Atlantis," Switch, Xbox One","Gaming Nexus,GameCritics,God is a Geek,NintendoWorldReport,Nintendo Life,Switch Player,Worth Playing,Hardcore Gamer,IGN Spain,Vooks,FNintendo,Meristation,CGMagazine,Xbox Tavern,Generación Xbox,GameCritics,XboxAddict,GameGrin,Gamers' Temple,TheXboxHub,Cubed3","80,80,80,80,80,76,70,70,60,60,60,60,100,84,80,70,67,65,65,60,30"
Zeit Squared, Xbox 360,"Gamers' Temple,DailyGame,GameOver.gr,GameSpot,Video Game Talk,Destructoid,Eurogamer,MS Xbox World,Multiplayer.it,IGN,Gamereactor Sweden,Gamer.nl,Thunderbolt,Eurogamer Italy,Official Xbox Magazine,X-ONE Magazine UK,Official Xbox Magazine UK,GameWatcher,Gamereactor Denmark,Metro GameCentral","88,80,80,80,80,80,80,75,70,70,70,70,70,70,70,60,60,60,60,60"
Retro City Rampage," PC, Xbox 360, PlayStation 3","Vandal,ZTGD,Games Master UK,Meristation,3DJuegos,Eurogamer Italy,Games.cz,Gamer.nl,games(TM),IncGamers,Gamereactor Denmark,Pelit (Finland),XGN,Everyeye.it,Multiplayer.it,GameStar,CD-Action,VideoGamer,Machinima,GameSpot,Metro GameCentral,Polygon,IGN,GameSpy,Gamereactor Sweden,4Players.de,Official Xbox Magazine UK,Eurogamer Spain,Official Xbox Magazine,Gamestyle,Edge Magazine,X-ONE Magazine UK,Polygon,Eurogamer Sweden,3DJuegos,Playstation Official Magazine Australia,Hardcore Gamer,Eurogamer,Play UK,Official PlayStation Magazine Benelux,GameTrailers,Hyper Magazine,GameSpot,GamesRadar+,IGN,GameOver.gr,Thunderbolt","90,88,85,85,82,80,80,80,80,80,80,77,75,75,73,70,70,70,70,70,60,60,53,50,40,80,80,80,75,70,70,60,60,50,82,80,80,80,78,77,77,70,70,60,53,50,50"
Runbow, PlayStation 4,"The Digital Fix,COGconnected,PlayStation LifeStyle,Gamers' Temple,Playstation Official Magazine UK,PlayStation Country,Worth Playing","80,80,75,74,70,70,50"
The Fall of the Dungeon Guardians, PC,"Ragequit.gr,Brash Games,Multiplayer.it,Games.cz,CD-Action,Digitally Downloaded,LEVEL (Czech Republic)","84,80,75,70,70,70,60"
Asura's Wrath," PlayStation 3, Xbox 360","D+PAD Magazine,XGN,Game Informer,Everyeye.it,GamingXP,Pelit (Finland),Official PlayStation Magazine Benelux,Eurogamer Sweden,Gamer.no,Digital Spy,DarkZero,IncGamers,3DJuegos,Multiplayer.it,PSX Extreme,Impulsegamer,BigPond GameArena,SpazioGames,IGN,PSFocus,TotalPlayStation,CD-Action,Playstation: The Official Magazine (US),NZGamer,Gameplanet,Playstation Official Magazine UK,TheSixthAxis,Push Square,Metro GameCentral,Play UK,PSM3 Magazine UK,GameShark,Gamereactor Sweden,Eurogamer Germany,Gameblog.fr,The A.V. Club,GameSpot,Edge Magazine,Playstation Official Magazine Australia,Joystiq,Digital Chumps,TeamXbox,Totally360,Game Informer,Gaming Age,G4 TV,Machinima,Giant Bomb,Eurogamer,VideoGamer,Worth Playing,Gamers' Temple,Xbox World Australia,MondoXbox,Vandal,GameFocus,DailyGame,GamingTrend,UGO,Xbox Achievements,IGN,XboxAddict,4Players.de,Gamer.nl,X-ONE Magazine UK,Games.cz,games(TM),Metro GameCentral,Eurogamer Spain,GameOver.gr,AusGamers,GamesRadar+,Official Xbox Magazine UK,Eurogamer Portugal,Meristation,Official Xbox Magazine,GameWatcher,Games Master UK,Gaming Nexus,Game Over Online,ZTGD,GameTrailers,Game Chronicles,LEVEL (Czech Republic),The Escapist,Planet Xbox 360,Eurogamer Italy,GameSpot,DarkStation,Cheat Code Central,Destructoid,GamesBeat,GameCritics","90,85,85,85,83,82,80,80,80,80,80,80,80,79,75,75,75,75,75,74,70,70,70,70,70,70,70,70,70,67,67,67,60,60,60,58,55,50,40,90,86,85,85,85,83,80,80,80,80,80,78,78,78,77,77,76,75,75,75,75,75,73,72,70,70,70,70,70,70,70,70,70,70,70,70,70,70,68,67,66,65,63,62,60,60,60,60,55,50,50,50,35,30"
SBK-09 Superbike World Championship, PlayStation 3,"Vandal,Games Master UK,SpazioGames,3DJuegos,InsideGamer.nl,Playstation Official Magazine UK,PSM3 Magazine UK,XGN,Playstation Official Magazine Australia,IGN AU","85,85,75,75,73,70,70,69,60,58"
Song of the Deep," PC, PlayStation 4, Xbox One","GameSpew,GameStar,IGN Italia,Ragequit.gr,Multiplayer.it,GamingTrend,Games.cz,CD-Action,Eurogamer Italy,GRYOnline.pl,PCWorld,Game World Navigator Magazine,LEVEL (Czech Republic),Riot Pixels,CGMagazine,USgamer,Wccftech,GameCrate,4Players.de,DarkStation,Everyeye.it,ZTGD,Atomix,Slant Magazine,PLAY! Zine,GameOver.gr,COGconnected,PlayStation LifeStyle,IGN Denmark,Impulsegamer,Easy Allies,LevelUp,Digitally Downloaded,Gameblog.fr,Push Square,SpazioGames,Eurogamer Poland,God is a Geek,Hardcore Gamer,Twinfinite,VideoGamer,IGN Spain,Destructoid,Game Informer,Games Master UK,Digital Chumps,PlayStation Universe,LaPS4,IGN,Shacknews,GameSpot,Gaming Age,Brash Games,GamesRadar+,Edge Magazine,","80,80,80,80,78,75,70,70,70,70,70,66,60,60,95,90,88,85,85,80,80,80,80,80,75,75,75,75,75,74,70,70,70,70,70,70,70,70,70,70,70,70,70,70,68,68,65,60,60,60,60,58,50,50,40,"
Call of Duty: Advanced Warfare - Supremacy, Xbox One,"XGN,Post Arcade (National Post),Destructoid,COGconnected,IGN Spain,Softpedia,Official Xbox Magazine UK,SpazioGames,Metro GameCentral,Everyeye.it,Gameblog.fr","80,80,80,79,75,75,70,70,70,60,50"
Lords of the Fallen," Xbox One, PlayStation 4","MondoXbox,Hyper Magazine,Gamereactor Sweden,GameSpot,Gamers' Temple,COGconnected,Gameplanet,Digital Trends,Digitally Downloaded,Official Xbox Magazine UK,X-ONE Magazine UK,Eurogamer Germany,NZGamer,PlaySense,XGN,Digital Chumps,Playstation Official Magazine Australia,Impulsegamer,ZTGD,Meristation,LaPS4,Play UK,EGM,PlayStation Universe,3DJuegos,God is a Geek,Gaming Nexus,PSX Extreme,GameOver.gr,DarkStation,Eurogamer Portugal,The Digital Fix,PlayStation LifeStyle,Worth Playing,Push Square,Gamestyle,Gamer.no,InsideGamer.nl,Metro GameCentral,Vandal,Critical Hit,LevelUp,4Players.de,Playstation Official Magazine UK,Games Master UK,Edge Magazine,Eurogamer Spain,Joystiq,Level7.nu,Hardcore Gamer,Gameblog.fr,VideoGamer,TheSixthAxis,Digital Spy,Gaming Age,games(TM),GameCritics,Slant Magazine","85,80,80,80,78,76,75,70,70,60,60,60,55,85,85,84,80,80,80,77,76,75,75,75,75,75,74,72,70,70,70,70,70,70,70,70,70,70,70,70,68,68,65,60,60,60,60,60,60,60,60,60,60,60,58,50,50,50"
Toukiden: The Age of Demons, PlayStation Vita,"Digitally Downloaded,Play UK,PlayStation Universe,Gaming Age,Pocket Gamer UK,ZTGD,Digital Chumps,Eurogamer Italy,Vandal,3DJuegos,SpazioGames,Multiplayer.it,LaPS4,COGconnected,Meristation,Worth Playing,Everyeye.it,Gaming Nexus,Gamers\' Temple,Playstation Official Magazine Australia,Eurogamer Germany,The Digital Fix,Eurogamer Portugal,Joystiq,Push Square,GameSpot,GamingTrend,GamesRadar+,Metro GameCentral,Gameblog.fr,Hardcore Gamer,God is a Geek,Gamereactor Sweden,TheSixthAxis,Destructoid,GameCritics,IGN,DarkZero,games(TM),RPGamer,Game Revolution,Slant Magazine,The Escapist,4Players.de","90,86,85,83,80,80,80,80,80,80,80,80,79,76,76,75,75,74,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,65,65,62,60,60,60,60,60,60,58"
Ultra Age," Switch, PlayStation 4","Vgames,NintendoWorldReport,Starbit,Pure Nintendo,TouchArcade,Nintendo Life,KeenGamer,Jeuxvideo.com,COGconnected,Noisy Pixel,PLAY,GameOver.gr,PlaySense,GamingBolt,PlayStation Country,Vandal,IGN Italia,ZTGD,Digitally Downloaded,Jeuxvideo.com,Everyeye.it,Worth Playing,Cubed3","80,80,70,70,70,70,60,60,79,75,70,70,70,70,70,70,70,65,60,60,60,55,50"
Mantis Burn Racing, PlayStation 4,"We Got This Covered,Hardcore Gamer,Playstation Official Magazine UK,Wccftech,USgamer,PlayStation Country,Push Square","80,80,70,70,70,70,60"
