name,platform,sources,scores
Monster Hunter Stories, 3DS,"Nintendo Life,Hardcore Gamer,Multiplayer.it,Atomix,IGN,Everyeye.it,The Games Machine,NZGamer,Digital Chumps,COGconnected,IGN Spain,Hobby Consolas,Nintendo Force Magazine,CGMagazine,3DJuegos,Gamer.nl,GamingTrend,Nintendo Enthusiast,Gaming Nexus,XGN,IGN Italia,Vandal,Meristation,RPG Fan,RPG Site,Game Rant,We Got This Covered,DarkZero,Digitally Downloaded,Vooks,Game Informer,Cubed3,NintendoWorldReport,Eurogamer Italy,FNintendo,InsideGamer.nl,Stevivor,God is a Geek,SpazioGames,GamePro Germany,Game World Navigator Magazine,RPGamer,CD-Action,Game Revolution,JeuxActu,Pocket Gamer UK,Trusted Reviews,TheSixthAxis,Destructoid,games(TM),4Players.de,Wccftech,M3","90,90,90,89,89,88,88,87,86,86,86,86,85,85,85,85,85,85,85,85,83,82,82,80,80,80,80,80,80,80,80,80,80,80,80,75,75,75,75,73,72,70,70,70,70,70,70,70,70,60,60,60,50"
Noitu Love: Devolution, Wii U,"Nintendo Force Magazine,Gaming Nexus,Nintendo Life,Vandal,NintendoWorldReport,Nintendo Enthusiast,FNintendo","90,88,80,75,75,75,70"
Extreme Exorcism, Wii U,"Brash Games,Universo Nintendo,Nintendo Force Magazine,Nintendo Enthusiast,FNintendo,Nintendo Life,NintendoWorldReport,Vandal,Cubed3,Game Rant,Nintendojo","90,85,85,80,80,80,80,75,70,70,67"
CastleStorm, PlayStation Vita,"Everyeye.it,GameCritics,PlayStation Universe,PlayStation LifeStyle,Push Square,Pocket Gamer UK,Gaming Age,Gamestyle,PlaySense","85,85,80,80,80,80,75,70,70"
Rift: Storm Legion, PC,"GamingTrend,GamingXP,Ten Ton Hammer,Meristation,MMORPG.com,Cheat Code Central,IGN,PC Gamer,Digital Chumps,Eurogamer Italy,AusGamers,GameSpy,GamesRadar+,Impulsegamer,PC PowerPlay","91,91,90,88,84,84,83,82,80,80,80,70,70,70,60"
Wizorb, PSP,"NZGamer,GamingXP,Playstation Official Magazine UK,Games Master UK,Pocket Gamer UK,Push Square,Play UK,Playstation Official Magazine Australia,Everyeye.it","90,86,80,80,80,80,78,70,70"
Tom Clancy's Ghost Recon: Future Soldier, PlayStation 3,"Playstation: The Official Magazine (US),Game Revolution,Official PlayStation Magazine Benelux,PSM3 Magazine UK,PlayStation LifeStyle,IGN,PlaySense,Playstation Official Magazine Australia,Gamer.nl,Push Square,Guardian,Playstation Official Magazine UK,PlayStation Universe,Game Informer,Play UK,TheSixthAxis,Gaming Age,Thunderbolt","90,90,86,85,85,85,80,80,80,80,80,80,80,75,60,60,58,50"
Madden NFL 12, PlayStation 3,"Playstation: The Official Magazine (US),Worth Playing,Cheat Code Central,Play UK,Gamer Limit,GameTrailers,Digital Chumps,PSM3 Magazine UK,PSFocus,Game Over Online,Game Revolution,TheSixthAxis,XGN,SpazioGames,Playstation Official Magazine UK,PlayStation LifeStyle,GamingExcellence,TotalPlayStation,IGN,NZGamer,PSX Extreme,PlayStation Universe,GameSpot,Game Informer,Destructoid,GamePro,1UP,Gameblog.fr,Gamereactor Sweden,IncGamers,GamerNode","90,90,90,85,85,85,84,83,83,83,83,80,80,80,80,80,80,80,80,78,77,75,75,75,70,70,67,60,60,60,60"
Crayon Physics Deluxe, PC,"IGN,MEGamers,PC Format,Destructoid,The A.V. Club,Pelit (Finland),Vandal,games(TM),Total PC Gaming,PC Gamer UK,Cheat Code Central,PC Zone UK,Eurogamer,Edge Magazine,LEVEL (Czech Republic)","88,87,86,85,83,80,80,80,80,78,72,71,70,70,60"
Tony Hawk's Proving Ground, DS,"PGNx Media,NintendoWorldReport,GameZone,Game Chronicles,Da Gameboyz,IGN,GamesRadar+,GameSpot,GameSpy,Pocket Gamer UK,ZTGD,Gaming Nexus,Official Nintendo Magazine UK,Nintendojo,Worth Playing,Game Almighty,Digital Entertainment News,Eurogamer,My Gamer,Game Revolution,GameShark","91,90,87,85,83,80,80,80,80,80,80,80,80,79,75,72,70,70,68,67,58"
Nancy Drew: Legend of the Crystal Skull, PC,"Just Adventure,GameZone,Adventure Gamers,GamingExcellence,Quandary,IGN,Game Chronicles,Impulsegamer,PALGN","91,80,80,80,80,75,75,75,65"
Mario Strikers Charged, Wii,"GamePro,Official Nintendo Magazine UK,Gaming Age,AceGamez,Pelit (Finland),Console Gameworld,Nintendo Power,Armchair Empire,NintendoWorldReport,Hardcore Gamer,Play Magazine,IGN,GameShark,Da Gameboyz,Eurogamer,Boomtown,Total Video Games,Nintendojo,GameDaily,DailyGame,GameSpy,AtomicGamer,Gamer 2.0,DarkStation,Zentendo,Nintendo Gamer,Kombo,Games Master UK,PALGN,1UP,GameSpot,Electronic Gaming Monthly,Game Almighty,The Wiire,Cheat Code Central,GameTrailers,Game Informer,Computer and Video Games,VideoGamer,WHAM! Gaming,NTSC-uk,GameTap,Gaming Target,Edge Magazine,Gamestyle,G4 TV,Game Revolution","100,91,91,90,89,87,85,85,85,85,85,83,83,82,80,80,80,80,80,80,80,80,80,80,80,78,77,75,75,75,75,75,75,75,74,74,73,72,70,70,70,70,70,60,60,60,58"
Mega Man Maverick Hunter X, PSP,"Gaming Age,Play Magazine,GameSpy,Deeko,PSX Extreme,GameBiz,AceGamez,PSM Magazine,ZTGD,Gaming Target,Worth Playing,GameZone,My Gamer,GameSpot,Maxim Online,IGN,Cheat Code Central,GamerFeed,Game Informer,Official U.S. Playstation Magazine,Gamer 2.0,GamesRadar+,G4 TV,Adrenaline Vault,GameBrink,Siliconera,Game Revolution,PALGN,Electronic Gaming Monthly,1UP,GamePro,Computer and Video Games,Official Playstation 2 Magazine UK,NTSC-uk","100,90,90,90,90,90,90,85,85,85,85,83,82,81,80,80,80,80,80,80,80,80,80,80,78,75,75,75,72,70,70,70,40,30"
EverQuest II: Desert of Flames, PC,"GameZone,Boomtown,Cheat Code Central,IGN,GameSpy,PC Gamer,GameSpot,Computer and Video Games,Eurogamer,Computer Games Magazine,GamesRadar+","92,90,86,82,80,78,76,75,70,70,70"
Madden NFL 2005, Game Boy Advance,"GameZone,Armchair Empire,Gamers' Temple,Nintendojo,GameSpot,IGN,Cheat Code Central,Game Informer,Nintendo Power","85,85,84,83,81,80,80,70,66"
SimCity 4: Rush Hour, PC,"GameZone,PC Gamer,GameSpot,Gamers' Temple,Gamer's Hell,ActionTrip,Cheat Code Central,IGN,G4 TV,Computer Gaming World,Armchair Empire,GameSpy,Game Informer,Eurogamer,Computer Games Magazine,Yahoo!,PC Gameworld","86,85,83,82,81,81,80,80,80,80,79,75,75,70,70,70,70"
The Simpsons: Hit & Run, GameCube,"GameSpy,Nintendojo,GameZone,Game Informer,Armchair Empire,GameSpot,Next Level Gaming,Gaming Age,Play Magazine,GameShark,Game Over Online,IGN,Cincinnati Enquirer,NintendoWorldReport,Game Chronicles,Adrenaline Vault,Yahoo!,Gamezilla!,GameCube Europe,Nintendo Power,GamingWorld X,Entertainment Weekly,Game Revolution,TotalGames.net,Electronic Gaming Monthly,Nintendophiles,Gamer's Pulse,games(TM)","90,89,87,85,84,83,83,83,83,82,82,80,80,80,80,80,80,79,78,76,75,75,75,74,72,68,60,50"
Tenchu: Wrath of Heaven, PlayStation 2,"Into Liquid Sky,Maxim Online,TotalGames.net,Absolute Playstation,Game Informer,Game Chronicles,Gamer.tv,GameZone,Game Over Online,GameCritics,IGN,Armchair Empire,GameSpy,GameSpot,GamerWeb Sony,Gamer's Pulse,Cheat Code Central,Electric Playground,Play Magazine,GMR Magazine,Eurogamer,G4 TV,PSX Nation,GamingWorld X,Electronic Gaming Monthly,Yahoo!,Adrenaline Vault,GamePro,PSM Magazine,Game Revolution,GameNow,Official U.S. Playstation Magazine,Gaming Age","100,100,93,91,90,90,88,86,85,85,85,84,83,83,82,80,80,80,80,80,80,80,80,79,72,70,70,70,70,67,67,60,58"
Uncommon Valor: Campaign for the South Pacific, PC,"PC Gamer,GameZone,IGN,Yahoo!,Computer Games Magazine,GameSpot,GameSpy,Computer Gaming World","89,85,82,80,80,78,75,60"
Deathrow, Xbox,"IGN,GamerWeb Xbox,XGP Gaming,Cinescape,TeamXbox,Game Over Online,GameCritics,GameSpot,GameSpy,Yahoo!,G4 TV,Cheat Code Central,Gaming Age,Official Xbox Magazine,eToychest,Game Informer,Electronic Gaming Monthly,TotalGames.net","93,92,91,91,90,90,90,87,86,80,80,80,75,74,70,50,45,40"
Global Operations, PC,"GameZone,GamePro,Electric Playground,IGN,ActionTrip,GameSpot,Yahoo!,Game Informer,Media and Games Online Network,PC Gamer,Adrenaline Vault,GameSpy,Computer Gaming World","94,90,85,84,81,81,80,80,79,74,70,66,60"
Burnout, PlayStation 2,"Games Radar,FHM,Official U.S. Playstation Magazine,Total Video Games,TotalPlayStation,IGN,GameSpy,GamerWeb Sony,GamePen,Yahoo!,GamePro,Hot Games,GameSpot,Gamezilla!,GameZone,Game Informer,TotalGames.net,Operation Sports,Electric Playground,Cloudchaser,PSX Nation,Electronic Gaming Monthly,GameShark,Adrenaline Vault,Gaming Age","100,100,90,90,86,86,83,81,80,80,80,80,80,78,78,78,77,77,75,70,70,70,66,60,50"
Mega Man Battle Network, Game Boy Advance,"Nintendojo,GameZone,IGN,GameSpy,GameSpot,Nintendophiles,GameCritics,Hot Games,Yahoo!,Electronic Gaming Monthly","90,88,85,84,83,80,80,70,70,60"
StarLancer, Dreamcast,"Games Radar,Happy Puppy,Sega X,Dreamcast HQ,GamePro,Gaming Maxx,IGN,Game Revolution,GamerWeb Sega,Gaming Age,GameSpot,DC Swirl,Hot Games,Planet Dreamcast,Daily Radar","100,95,94,90,90,88,88,83,75,75,71,70,70,60,50"
Shadow Warrior 2, PC,"Quarter to Three,Telegraph,Worth Playing,GameStar,God is a Geek,Games.cz,CGMagazine,USgamer,Gaming Nexus,Wccftech,IGN,Games Master UK,The Games Machine,SpazioGames,COGconnected,3DJuegos,GRYOnline.pl,Meristation,JeuxActu,4Players.de,Digital Chumps,Vandal,PC PowerPlay,LEVEL (Czech Republic),CD-Action,PLAY! Zine,XGN,DarkStation,GamingTrend,Hooked Gamers,ZTGD,Merlin'in Kazanı (Turkey),Gameplanet,Multiplayer.it,Eurogamer Poland,Game Revolution,Areajugones,Attack of the Fanboy,Hardcore Gamer,GameSpot,PC Games,PC Gamer,IGN Spain,Gamer.nl,IGN Italia,Game World Navigator Magazine,Everyeye.it,The Digital Fix,Digitally Downloaded,PC Invasion,GameSpew,GameWatcher,Destructoid,Gameblog.fr,Trusted Reviews,PCWorld,Game Informer,games(TM),GameCritics,Twinfinite,Polygon","100,100,90,90,90,90,90,90,90,88,86,85,85,85,85,85,85,85,85,83,82,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,78,77,75,75,73,72,70,70,70,70,70,70,70,70,70,68,60,60,50,50"
Dance Dance Revolution Ultramix 2, Xbox,"Worth Playing,Game Chronicles,GamerFeed,GameZone,IGN,TeamXbox,Gaming Target,Talk Xbox,Official Xbox Magazine,Cheat Code Central,Xbox Evolved,GameSpot,Game Informer,Gamezilla!,Xbox Nation Magazine,GMR Magazine","94,92,90,86,85,84,84,82,80,80,80,79,78,75,70,40"
Apotheon, PC,"Destructoid,Merlin'in Kazanı (Turkey),Ragequit.gr,Game Informer,Games Master UK,GamesVillage.it,Meristation,GameWatcher,3DJuegos,Softpedia,Pelit (Finland),IGN Spain,GameOver.gr,PC PowerPlay,Level7.nu,GameSpot,Metro GameCentral,Multiplayer.it,Eurogamer,IncGamers,Hooked Gamers,PC Games,GameStar,Arcade Sushi,Everyeye.it,IGN,Kill Screen,LEVEL (Czech Republic),Games.cz,Riot Pixels","95,90,90,90,87,87,87,85,85,85,82,82,80,80,80,80,80,80,80,80,78,75,73,70,70,69,65,60,60,50"
The Walking Dead: The Telltale Series - A New Frontier Episode 2: Ties That Bind Part Two, Xbox One,"TheXboxHub,ICXM,TrueAchievements,MondoXbox,Xbox Achievements,Official Xbox Magazine UK,Gameblog.fr,Game Informer,Games Master UK,Post Arcade (National Post),We Got This Covered,Metro GameCentral,High-Def Digest","90,90,90,85,85,80,80,80,79,75,70,70,60"
Need for Speed: Most Wanted - A Criterion Game, PC,"Worth Playing,IGN,PC Gamer,AusGamers,Everyeye.it,GameSpy,Eurogamer Portugal,AtomicGamer,Giant Bomb,GameStar,GRYOnline.pl,CD-Action,Absolute Games,LEVEL (Czech Republic)","92,90,85,82,80,80,80,80,80,77,75,70,65,60"
Star Wars: Battlefront II, PC,"Cincinnati Enquirer,IncGamers,Cheat Code Central,Jolt Online Gaming UK,Stuff,GameBiz,Game Informer,Gaming Age,PC Gamer,games(TM),Computer Gaming World,GameZone,GamesRadar+,Pelit (Finland),Computer Games Online RO,GameSpot,Game Chronicles,Game Revolution,Play Magazine,ActionTrip,IGN,GameSpy,Computer Games Magazine","92,91,90,90,85,85,85,83,83,80,80,80,80,79,79,78,78,75,75,72,70,70,60"
The Walking Dead: Season Two Episode 1 - All That Remains, PC,"Impulsegamer,games(TM),COGconnected,GameTrailers,Machinima,Joystiq,The Escapist,Cheat Code Central,AusGamers,NZGamer,RPG Fan,Games Master UK,Armchair Empire,CD-Action,Hooked Gamers,GamesBeat,IGN Italia,Gaming Nexus,Game Informer,Gaming Age,GameStar,Hyper Magazine,LEVEL (Czech Republic),Eurogamer Germany,Adventure Gamers,Gamer.nl,DarkZero,GameFront,DarkStation,God is a Geek,Eurogamer Italy,3DJuegos,Vandal,VideoGamer,EGM,Destructoid,Eurogamer,IGN,Multiplayer.it,ZTGD,PC Gamer,Everyeye.it,Gameplanet,Edge Magazine,GameWatcher,Games.cz,IncGamers,Eurogamer Spain,Polygon,Riot Pixels,Telegraph,Digital Spy,Hardcore Gamer,Metro GameCentral,GameSpot","92,90,90,90,90,90,90,88,88,87,87,85,85,85,85,85,85,85,85,83,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,78,78,75,70,70,70,70,70,70,70,60,60,60,60,60,60"
WWE SmackDown vs. Raw 2010, Wii,"GameFocus,Games Master UK,Nintendojo,Nintendo Gamer,Official Nintendo Magazine UK,IGN,Nintendo Power,Kombo,Cheat Code Central,GameSpot,N-Europe","87,85,85,84,83,80,75,75,70,70,70"
Roogoo, Xbox 360,"1UP,MS Xbox World,IGN,TeamXbox,ZTGD,GamePro,Console Monster,X-ONE Magazine UK,AceGamez,Official Xbox Magazine UK,Games Master UK,Video Game Talk,GamingExcellence,Thunderbolt,Official Xbox Magazine,Eurogamer,Jolt Online Gaming UK,Cheat Code Central,GameSpot,Game Positive,GameFocus,My Gamer,games(TM),Xbox World 360 Magazine UK","91,85,85,85,83,80,80,80,80,80,80,80,80,80,80,80,79,76,75,75,74,72,60,60"
Golf Story, Switch,"COGconnected,Vooks,Destructoid,DarkZero,Pocket Gamer UK,Everyeye.it,Game Informer,Nintendo Life,RPG Fan,Multiplayer.it,CD-Action,Nintendo Force Magazine,CGMagazine,IGN Spain,GameSpace,Vandal,Switch Player,Hardcore Gamer,games(TM),DarkStation,The Digital Fix,GameSpot,Gamer.nl,Gameblog.fr,Atomix,Twinfinite,We Got This Covered,IGN Italia,InsideGamer.nl,Meristation,IGN,NintendoWorldReport,FNintendo,RPGamer,God is a Geek,Metro GameCentral,GamingTrend,4Players.de,Edge Magazine","92,90,90,90,90,90,90,90,88,88,85,85,85,85,85,85,82,80,80,80,80,80,80,80,80,80,80,78,77,75,75,75,70,70,70,70,65,61,50"
DG2: Defense Grid 2, Xbox One,"Post Arcade (National Post),Pelit (Finland),X-ONE Magazine UK,IGN,MondoXbox,Official Xbox Magazine UK,God is a Geek,Pure Xbox","90,85,80,80,80,70,70,60"
The Journey Down: Chapter Two, PC,"Ragequit.gr,PCGamesN,RPG Fan,GameOver.gr,Multiplayer.it,Adventure Gamers,4Players.de,Gamer.nl,IGN Italia,Gameblog.fr,GameWatcher","93,90,85,80,80,80,76,75,75,70,70"
Muramasa Rebirth, PlayStation Vita,"Cheat Code Central,Push Square,NowGamer,Gaming Nexus,ZTGD,Everyeye.it,Meristation,RPG Fan,Game Over Online,Gaming Age,Gamestyle,Play UK,Playstation Official Magazine Australia,PlayStation LifeStyle,EGM,Modojo,RPGamer,PlayStation Universe,Hardcore Gamer,IGN,Destructoid,Pocket Gamer UK,GamesRadar+,Game Informer,Metro GameCentral,Slant Magazine","96,90,90,90,90,85,85,85,85,83,80,80,80,80,80,80,80,80,80,80,75,70,70,70,60,60"
Star Trek: Elite Force II, PC,"PC Arena,Game Chronicles,PC Gamer,AtomicGamer,Game Informer,GameZone,IGN,GameNow,Game Revolution,Gaming Age,Play Magazine,GameSpy,GMR Magazine,Pregaming,Adrenaline Vault,Yahoo!,Game Over Online,Gamezilla!,ActionTrip,GameSpot,Armchair Empire,PC Format,Eurogamer,Cheat Code Central,Computer Gaming World,VIA Gamers Arena,G4 TV,Computer Games Magazine","90,88,86,86,85,84,84,83,83,83,83,82,80,80,80,80,80,80,80,79,75,71,70,70,70,69,60,50"
Tiger Woods PGA Tour 11, PlayStation 3,"Gaming Age,Digital Chumps,Game Informer,GameFocus,PSFocus,Destructoid,PlayStation Universe,IGN,GameSpot,ZTGD,Cheat Code Central,D+PAD Magazine,Total Video Games,Metro GameCentral,Playstation: The Official Magazine (US),NZGamer,GameWatcher,Gamer.nl,Gamereactor Sweden,Gamestyle,Gamer Limit,PlayStation LifeStyle,GameDaily,Extreme Gamer,Gamer.no,TheSixthAxis,SpazioGames,1UP,Game Revolution,AceGamez,Games Master UK,RealGamer,Eurogamer,XGN,VideoGamer,Eurogamer Spain,Playstation Official Magazine UK,PSM3 Magazine UK,Gamekult,Play UK","100,90,88,87,86,85,85,85,85,85,84,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,75,75,75,75,73,70,70,70,70,70,70,68,60,60"
Sega Ages: Puyo Puyo 2, Switch,"Gamer Escape,NintendoWorldReport,Gaming Age,Cubed3,Video Chums,GameGrin,GamingTrend,Nintendo Force Magazine,Nintendo Insider,DarkStation,Nintendo Life","90,90,83,80,80,80,80,70,70,70,60"
Pinball FX3, PlayStation 4,"Gamers' Temple,COGconnected,Game Informer,TheSixthAxis,PlayStation Country,PlaySense,Multiplayer.it,GamingTrend,Push Square","90,83,80,80,80,75,75,70,70"
This War of Mine: The Little Ones, Xbox One,"ActionTrip,We Got This Covered,Xbox Achievements,Wccftech,Vandal,LevelUp,High-Def Digest,Pure Xbox,Brash Games,TrueAchievements,Official Xbox Magazine UK,Attack of the Fanboy,Multiplayer.it,MondoXbox,CD-Action,GameSpot,ZTGD,GamingTrend,ICXM","90,90,88,86,86,83,80,80,80,80,80,80,78,75,70,70,70,70,50"
Call of Juarez: Bound in Blood, PlayStation 3,"Cynamite,Gaming Age,GameShark,TotalPlayStation,GamePro,WonderwallWeb,Cheat Code Central,DailyGame,Impulsegamer,Game Chronicles,3DJuegos,ZTGD,Play UK,Extreme Gamer,XGN,SpazioGames,Playstation: The Official Magazine (US),Vandal,Game Informer,PlayStation Universe,GameSpot,Play Magazine,PALGN,Total Video Games,TheSixthAxis,GameZone,DarkStation,PSM3 Magazine UK,PSX Extreme,1UP,IGN,InsideGamer.nl,Game Revolution,GamingExcellence,PS3bloggen.se,Game Over Online,DarkZero,VideoGamer,Eurogamer Italy,Gamer.nl,Playstation Official Magazine Australia,GameDaily,RealGamer,GameCritics,GameSpy,Playstation Official Magazine UK,Gamestyle","100,91,91,90,90,89,88,86,86,85,85,85,85,85,84,80,80,80,80,80,80,80,80,80,80,80,80,79,78,75,75,75,75,73,70,70,70,70,70,70,70,70,70,65,60,60,60"
Zuma's Revenge!, PC,"Gamer Limit,GamePro,GameShark,Worth Playing,PC Zone UK,Eurogamer,IGN,Destructoid,Total PC Gaming,Edge Magazine,AceGamez,Impulsegamer,PC Format,PC Gamer UK,Thunderbolt,PC Gamer,GamingXP","90,90,83,82,82,80,80,80,80,80,80,80,77,73,70,63,60"
BattleTech, PC,"GameGrin,GamingTrend,IGN Italia,DualShockers,PC Invasion,GameWatcher,PCGamesN,COGconnected,PC Games,Ragequit.gr,Hooked Gamers,Vandal,GRYOnline.pl,PC Gamer,RPG Fan,Gaming Age,Worth Playing,Game World Navigator Magazine,Gamersky,GameStar,LEVEL (Czech Republic),CD-Action,GameCritics,games(TM),Gamer.nl,Edge Magazine,Trusted Reviews,Eurogamer Italy,Gaming Nexus,PlayGround.ru,Game Debate,GameSpot,Meristation,GameCrate,Metro GameCentral,Strategy Gamer,DarkStation,Destructoid,Games Master UK,New Game Network,Everyeye.it,4Players.de,Multiplayer.it,Jeuxvideo.com,ZTGD,SpazioGames,3DJuegos,GameSpace,Game Informer,GameOver.gr,The Games Machine,Riot Pixels,The Digital Fix,AusGamers,Twinfinite,Windows Central,Gameblog.fr,IGN,TheSixthAxis,PC PowerPlay,Gamer.no,Cubed3","100,95,90,90,90,90,90,88,87,86,85,85,85,85,84,83,83,82,82,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,79,78,78,77,75,75,75,75,75,75,75,75,72,70,70,70,70,70,70,70,60,60,60"
Xanadu Next, PC,"RPG Site,RPG Fan,GameGrin,God is a Geek,Wccftech,Hardcore Gamer,Destructoid,DarkStation,GameSpew,ZTGD,Gaming Nexus,Worth Playing,CGMagazine,COGconnected,Hooked Gamers,Twinfinite,RPGamer","90,87,85,80,80,80,80,80,80,80,80,75,75,75,75,70,60"
Obliteracers, PC,"Softpedia,4Players.de,Hooked Gamers,SpazioGames,Areajugones,GameSpew,Brash Games,Eurogamer Italy","95,83,80,80,75,70,70,70"
ZEN Pinball 2: Balls of Glory, PlayStation 4,"Gaming Age,ZTGD,Gaming Nexus,DarkStation,Softpedia,COGconnected,GamingTrend,Brash Games,Digitally Downloaded","91,90,85,80,80,75,75,70,60"
The Denpa Men: They Came By Wave, 3DS,"Universo Nintendo,Nintendo Life,Everyeye.it,Destructoid,Nintendojo,Eurogamer Italy,Eurogamer,Cubed3,Pocket Gamer UK,Modojo,Cheat Code Central,GamingXP,Vandal,Official Nintendo Magazine UK,Meristation,Multiplayer.it,DarkZero,NintendoWorldReport","90,90,85,85,83,80,80,80,80,80,80,77,75,72,72,70,70,65"
Traxxpad, PSP,"GameSpy,TotalPlayStation,GameZone,GameDaily,IGN,Da Gameboyz,GamingExcellence,Gaming Nexus,Gamers' Temple,GamerNode,Game Chronicles,Armchair Empire,Worth Playing","90,90,85,80,80,80,80,80,79,75,73,60,40"
Olija, PlayStation 4,"PlayStation Universe,Playstation Official Magazine UK,Digital Chumps,Game Informer,Het Nieuwsblad,Jeuxvideo.com,GameSpot,GameSpew,Finger Guns,Gamers Heroes,LaPS4,Everyeye.it,Hobby Consolas,Pure Playstation,We Got This Covered,Eurogamer Italy,IGN,Push Square,Gamer.nl","100,90,90,85,80,80,80,80,80,80,76,75,75,70,70,70,70,70,60"
Alien Hominid, GameCube,"TotalGames.net,BonusStage,Nintendojo,GameZone,NintendoWorldReport,eToychest,Nintendo Insider,WHAM! Gaming,GameSpot,Armchair Empire,Next Level Gaming,Kombo,IGN,Game Informer,Game Over Online,Yahoo!,G4 TV,games(TM),Electronic Gaming Monthly,Xequted,My Gamer,Play Magazine,Nintendo Power,1UP,GamePro,Edge Magazine,NTSC-uk,Game Revolution","89,87,86,85,85,85,85,85,84,84,83,83,81,80,80,80,80,80,78,78,78,75,70,70,70,70,70,67"
Othercide, PC,"Malditos Nerds,Screen Rant,The Indie Game Website,Hardcore Gamer,GamingTrend,IGN,Noisy Pixel,Riot Pixels,CD-Action,Strategy Gamer,Everyeye.it,DarkZero,GameSkinny,God is a Geek,PC Gamer,GameCritics,Gamersky,Worth Playing,RPG Site,USgamer,PC Invasion,SpazioGames,Jeuxvideo.com,DualShockers,GameWatcher","90,90,90,90,90,90,85,83,80,80,80,80,80,80,76,75,75,75,70,70,70,65,60,60,60"
Relicta, Xbox One,"Xbox Tavern,IGN Spain,GameGrin,TheXboxHub,SomosXbox,XboxAddict,GameSpew","90,82,80,80,75,72,70"
Torchlight II, Xbox One,"Generación Xbox,TheXboxHub,ZTGD,SomosXbox,Windows Central,Xbox Tavern,GameSpew","93,80,80,80,80,76,60"
Hasbro Family Game Night: Yahtzee, Xbox 360,"TeamXbox,IGN,Official Xbox Magazine,GamePro,Game Chronicles,ZTGD,Gamervision,PALGN,NZGamer","90,80,80,80,78,77,70,70,63"
Detroit: Become Human, PlayStation 4,"Areajugones,PlaySense,Post Arcade (National Post),LaPS4,Gamersky,Hobby Consolas,Gamers Heroes,Games.cz,Vgames,Metro Montreal,GameOver.gr,Cheat Code Central,SpazioGames,Shacknews,3DJuegos,DualShockers,GamesRadar+,Press Start Australia,TheSixthAxis,TrueGaming,Twinfinite,Vandal,We Got This Covered,GamingTrend,Hardcore Gamer,JeuxActu,Attack of the Fanboy,Critical Hit,Eurogamer Italy,RPG Fan,The Games Machine,IGN Italia,GamesBeat,IGN Spain,Merlin'in Kazanı (Turkey),Power Unlimited,Atomix,Everyeye.it,PLAY! Zine,Game World Navigator Magazine,Jeuxvideo.com,LevelUp,Riot Pixels,Worth Playing,4Players.de,Meristation,Easy Allies,Wccftech,Video Chums,XGN,Gaming Nexus,PlayStation LifeStyle,EGM,COGconnected,LEVEL (Czech Republic),DarkStation,games(TM),New York Daily News,PlayGround.ru,Gameplanet,BaziCenter,IGN Japan,Guardian,Game Rant,InsideGamer.nl,GamePro Germany,Multiplayer.it,Gameblog.fr,Game Informer,IGN,Gamer.no,PlayStation Universe,Digital Trends,Game Revolution,Impulsegamer,New Game Network,GRYOnline.pl,Adventure Gamers,CD-Action,Playstation Official Magazine UK,Yahoo!,Gamer.nl,FANDOM,Trusted Reviews,USgamer,CGMagazine,GameSpot,Push Square,Destructoid,AusGamers,The Sydney Morning Herald,Digital Chumps,GameCrate,Games Master UK,Telegraph,Washington Post,M3,Metro GameCentral,Edge Magazine,GameSpew,Slant Magazine,God is a Geek,Digitally Downloaded,VideoGamer","95,95,95,94,93,92,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,89,89,89,88,88,87,87,87,87,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,84,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,78,75,70,70,70,70,70,70,70,70,70,70,70,70,69,65,65,65,61,60,60,60,60,50,50,50,50,40,40"
