name,platform,sources,scores
The Suffering: Ties That Bind, Xbox,"AceGamez,BonusStage,Official Xbox Magazine,My Gamer,GameZone,Game Informer,Next Level Gaming,Game Chronicles,Xbox Evolved,Gaming Age,TeamXbox,GamingTrend,IGN,Play Magazine,Cheat Code Central,Computer and Video Games,eToychest,Stuff,MS Xbox World,Maxim Online,Game Over Online,XGP Gaming,Worth Playing,Kombo,1UP,Into Liquid Sky,GameSpot,Extreme Gamer,PALGN,GamePro,GameSpy,Game Revolution,Xbox World Australia,Electronic Gaming Monthly,G4 TV,Edge Magazine","90,87,86,86,85,85,84,83,83,83,82,82,81,80,80,80,80,80,80,80,79,77,76,76,75,75,72,70,70,70,70,67,65,62,60,50"
Sushi Striker: The Way of Sushido, Switch,"NintendoWorldReport,Digitally Downloaded,Nintendo Insider,Areajugones,GamingTrend,Everyeye.it,DualShockers,Vooks,DarkStation,3DJuegos,We Got This Covered,Hardcore Gamer,GameSpew,Shacknews,Twinfinite,Switch Player,Cubed3,Nintenderos,SpazioGames,Nintendo Life,Game Informer,Vandal,The Games Machine,Nintendo Force Magazine,Jeuxvideo.com,Gamer.nl,IGN Spain,Video Chums,DarkZero,Gameblog.fr,FNintendo,Atomix,Trusted Reviews,The Daily Dot,GameSpot,Metro GameCentral,Critical Hit,God is a Geek,EGM,Meristation,Multiplayer.it,App Trigger,Destructoid,My Nintendo News","95,90,90,90,85,85,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,78,77,75,75,75,75,74,70,70,70,70,70,70,70,70,70,70,70,70,68,65,65,60"
Donkey Konga, GameCube,"Yahoo!,GameReviewer,GameBiz,TotalGames.net,Da Gameboyz,Nintendojo,Games Radar,GameCube Europe,IGN,NintendoWorldReport,Computer and Video Games,WHAM! Gaming,Nintendo Power,Gaming Age,Gamestyle,GameShark,Nintendophiles,GameSpy,1UP,Siliconera,Kombo,3DAvenue,Maxim Online,G4 TV,The Sydney Morning Herald,VGPub,Weekly Famitsu,Gaming Nexus,Console Gameworld,Inside Gamer Online,My Gamer,GameSpot,Electronic Gaming Monthly,IC-Games,Game Revolution,Edge Magazine,NTSC-uk,GMR Magazine,DarkStation,Total Video Games,Game Informer,Armchair Empire,Cheat Code Central,GamingWorld X,Gamers Europe,netjak,eToychest,PALGN,Xequted,Eurogamer,games(TM),Boomtown,The New York Times,GamePro,GamerFeed","100,98,93,92,91,90,88,87,85,85,85,85,84,83,80,80,80,80,80,80,80,80,80,80,80,79,78,78,77,76,76,75,75,75,75,70,70,70,70,70,70,70,70,70,70,65,65,65,64,60,60,60,60,60,60"
Zuma's Revenge!, Xbox 360,"Eurogamer Sweden,ZTGD,Gamestyle,Worth Playing,COGconnected,Official Xbox Magazine,4Players.de,Vandal,Game Informer,Games Master UK,GameWatcher,Official Xbox Magazine UK,VideoGamer,IGN,GamingXP,IncGamers,X-ONE Magazine UK","100,92,90,85,85,85,84,80,80,79,75,70,70,70,60,60,50"
MLB 12: The Show, PlayStation Vita,"Destructoid,PlayStation LifeStyle,Game Chronicles,Pocket Gamer UK,Playstation Official Magazine UK,Playstation: The Official Magazine (US),Game Informer,ZTGD,IGN,Gaming Age,Thunderbolt,Worth Playing,GamesRadar+,GameSpot,Cheat Code Central","85,85,84,80,80,80,80,80,80,75,70,70,70,65,60"
World of Tanks, Xbox One,"Gaming Nexus,Hobby Consolas,Gamers' Temple,COGconnected,GamePro Germany,CD-Action,Multiplayer.it,God is a Geek,DarkStation,X-ONE Magazine UK,EGM,USgamer,Hardcore Gamer,XGN,IGN Spain,ZTGD,Vandal,Destructoid,Gamer.nl,InsideGamer.nl","85,85,84,83,82,80,80,80,80,80,80,80,80,80,78,70,70,60,55,55"
NHL 07, PlayStation 2,"Official U.S. Playstation Magazine,IGN,GameZone,Official Playstation 2 Magazine UK,Game Informer,PSM Magazine,PSM3 Magazine UK,GameSpot,GamesRadar+,The Sydney Morning Herald,Worth Playing","85,80,80,80,78,75,74,71,70,70,69"
The Denpa Men 2: Beyond the Waves, 3DS,"DarkZero,Cheat Code Central,Official Nintendo Magazine UK,Destructoid,Pocket Gamer UK,GameSpot,IGN,3DJuegos,Pelit (Finland),NintendoWorldReport,Thunderbolt,GameCritics,DarkStation","90,90,81,80,80,80,79,79,78,70,50,50,50"
Singularity, Xbox 360,"Gamereactor Sweden,Game Chronicles,Destructoid,GamingTrend,Play.tm,ZTGD,GamingExcellence,3DJuegos,Planet Xbox 360,Game Informer,Vandal,Totally360,NZGamer,Cheat Code Central,Digital Chumps,HellBored,Gaming Nexus,1UP,The A.V. Club,MondoXbox,GamingXP,Xbox World Australia,Xbox Achievements,Xbox World 360 Magazine UK,Kombo,Eurogamer,Gamer.no,GameSpot,Meristation,Computer and Video Games,Eurogamer Italy,MS Xbox World,GamePro,Giant Bomb,Impulsegamer,Eurogamer Spain,The Escapist,Gamers.at,Console Monster,SpazioGames,Extreme Gamer,Game Over Online,Videogameszone.de,Official Xbox Magazine,XGN,Game Revolution,Gaming Age,Gamervision,games(TM),Official Xbox Magazine UK,PALGN,IGN,Metro GameCentral,Gamer's Hell,Gamestyle,GameZone,VideoGamer,Level7.nu,Telegraph,InsideGamer.nl,Armchair Empire,XboxAddict,IGN AU,GameShark,X-ONE Magazine UK,Joystiq,Edge Magazine,Gamekult,BigPond GameArena,GameCritics","90,90,90,88,88,87,86,86,85,85,85,85,85,84,84,84,83,83,83,82,82,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,78,77,77,75,75,75,75,75,75,73,70,70,70,70,70,70,70,70,70,70,70,70,70,68,68,67,60,60,60,60,55,40"
Rush for Berlin, PC,"Digital Entertainment News,Next Level Gaming,Gamer 2.0,GameZone,GameShark,GameWatcher,PC Gamer,Jolt Online Gaming UK,AceGamez,G4 TV,IGN,Worth Playing,Gamers' Temple,Game Over Online,GameSpot,Game Chronicles,PC Zone UK,PC Gamer UK,GamerNode,1UP,RewiredMind,Computer Games Magazine,PC Gameworld,PC Format,Eurogamer,PALGN","89,88,86,84,83,82,82,80,80,80,80,80,79,79,78,78,76,72,72,70,70,70,68,62,60,60"
Control: AWE, PlayStation 4,"COGconnected,PlayStation Universe,Gaming Nexus,DualShockers,Noisy Pixel,Playstation Official Magazine UK,BaziCenter,Gamers Heroes,IGN,The Games Machine,PlayStation LifeStyle,Push Square,Vgames,Jeuxvideo.com,Everyeye.it,GameCritics","90,90,85,85,85,80,80,80,80,78,75,70,65,65,55,40"
Masquerada: Songs and Shadows, PlayStation 4,"RPG Fan,GameCritics,PlayStation LifeStyle,Digitally Downloaded,GameGrin,DarkStation,NZGamer,4Players.de,PlayStation Universe,COGconnected,Games Master UK,Meristation,CGMagazine,TheSixthAxis,Push Square,Video Chums","90,90,90,90,85,80,80,77,75,75,73,70,70,60,60,58"
Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner, Wii,"GamePro,1UP,Hardcore Gamer,N-Europe,Official Nintendo Magazine UK,Games Master UK,Gaming Target,IGN,Zentendo,Eurogamer,Cubed3,Nintendo Gamer,Jolt Online Gaming UK,Cheat Code Central,Gamervision,Nintendo Life,GameDaily,GameSpy,Destructoid,Giant Bomb,DarkZero,PALGN,n-Revolution Magazine UK,Edge Magazine","95,91,90,90,88,85,82,81,80,80,80,80,78,78,70,70,70,70,68,60,60,60,60,40"
Wolfenstein: The Old Blood, PlayStation 4,"Gaming Age,Digital Chumps,Gaming Nexus,Impulsegamer,GameCrate,LaPS4,PlaySense,Atomix,Play UK,GameOver.gr,Dealspwn,DarkStation,Playstation Official Magazine Australia,Telegraph,XGN,Digital Trends,CGMagazine,Gamestyle,NZGamer,GamesBeat,GamesRadar+,Vandal,Shacknews,USgamer,Arcade Sushi,Metro GameCentral,Gamers' Temple,GamesVillage.it,Everyeye.it,GameTrailers,PLAY! Zine,PlayStation Universe,PlayStation LifeStyle,Game Informer,Hobby Consolas,IGN Italia,Merlin'in Kazanı (Turkey),Games Master UK,games(TM),Gamer.no,GameSpot,Digitally Downloaded,Level7.nu,Slant Magazine,Washington Post,Gameblog.fr,GamingTrend,Hardcore Gamer,God is a Geek,IGN,Push Square,Polygon,Playstation Official Magazine UK,Toronto Sun","91,90,88,86,85,85,85,85,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,79,78,77,75,75,75,75,75,73,73,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,60,60"
Tales From Space: About a Blob, PlayStation 3,"Gamers' Temple,Vandal,Gamer 2.0,Game Informer,TotalPlayStation,GamePro,D+PAD Magazine,Thunderbolt,Eurogamer,TheSixthAxis,IGN,Video Game Talk,NZGamer,Gaming Age,PSFocus,3DJuegos,Console Monster,Game Chronicles,Playstation Official Magazine UK,Gamestyle,PlayStation LifeStyle,GameFocus,GameSpot,Joystiq","85,85,85,85,80,80,80,80,80,80,80,80,78,75,72,71,70,70,70,70,70,68,65,60"
Nioh: Dragon of the North, PlayStation 4,"LaPS4,IGN Spain,The Games Machine,XGN,3DJuegos,Meristation,Everyeye.it,Multiplayer.it,Destructoid,Worth Playing,PlayStation Universe,Metro GameCentral,Eurogamer Italy,Critical Hit","85,82,80,80,80,80,80,80,80,70,70,70,70,60"
The Club, Xbox 360,"Totally360,VideoGamer,G4 TV,TeamXbox,Jolt Online Gaming UK,GamePro,Game Informer,Play.tm,Games Master UK,IGN AU,GameZone,Extreme Gamer,Xbox World 360 Magazine UK,AtomicGamer,Worth Playing,Official Xbox Magazine UK,Pelit (Finland),Official Xbox Magazine,MS Xbox World,Eurogamer,Gameplayer,360 Gamer Magazine UK,Total Video Games,X-ONE Magazine UK,GameDaily,AceGamez,Gaming Nexus,MEGamers,Thunderbolt,DarkStation,GotNext,Xbox Achievements,Gamer 2.0,NTSC-uk,Gameplanet,Console Monster,Maxi Consolas (Portugal),PALGN,ZTGD,Game Over Online,GameTrailers,Planet Xbox 360,IGN UK,Cheat Code Central,Edge Magazine,Gamer.nl,games(TM),GameSpy,GameSpot,Destructoid,Game Positive,Gamervision,Xbox World Australia,Armchair Empire,IGN,ActionTrip,GameShark,1UP,Electronic Gaming Monthly,GameTap,Game Revolution,GameCritics,Play Magazine","100,90,90,90,90,90,88,87,86,84,82,82,81,81,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,75,75,75,75,73,73,72,72,70,70,70,70,70,70,70,70,70,70,69,67,67,65,62,60,58,55,50"
Shin Megami Tensei III: Nocturne HD Remaster, Switch,"Digitally Downloaded,COGconnected,Nintendo Insider,Cubed3,Nintenderos,God is a Geek,Atomix,Vooks,The Games Machine,Screen Rant,Worth Playing,NintendoWorldReport,Siliconera,Twinfinite,GameSkinny,The Mako Reactor,IGN Japan,CD-Action,GameCritics,Impulsegamer,Nintendo Enthusiast,Vandal,Jeuxvideo.com,LevelUp,Games.cz,IGN France,Nintendo Life,Ninty Fresh Magazine,Checkpoint Gaming,GameOver.gr,Pocket Tactics,Metro GameCentral,iMore","100,90,90,90,90,85,80,80,80,80,80,80,80,80,80,80,80,75,75,75,75,75,75,72,70,70,70,60,60,60,60,60,60"
Shadow Hearts: From the New World, PlayStation 2,"Digital Entertainment News,TotalPlayStation,eToychest,RPG Fan,Console Gameworld,Game Informer,Just RPG,Deeko,GameZone,Cheat Code Central,Siliconera,Next Level Gaming,GameSpot,Gaming Target,Gamers' Temple,PSM Magazine,GameSpy,GamesRadar+,Worth Playing,G4 TV,Games Master UK,Official Playstation 2 Magazine UK,PALGN,PSM2 Magazine UK,GameBrink,IGN,Electronic Gaming Monthly,Official U.S. Playstation Magazine,GamePro,DarkStation,Eurogamer,Playstation Official Magazine UK,Gaming Age,Game Revolution,1UP,Play Magazine,Computer Games Magazine,games(TM),GameCritics,Edge Magazine,Gamestyle,Thunderbolt","96,95,95,90,90,88,87,85,85,84,83,83,82,82,82,80,80,80,80,80,80,80,80,79,78,78,75,70,70,70,70,70,67,67,65,65,60,60,60,60,60,50"
PixelJunk SideScroller, PlayStation 3,"TotalPlayStation,Digital Chumps,Gaming Age,1UP,Destructoid,Game Chronicles,Games Master UK,Multiplayer.it,Vandal,Edge Magazine,Playstation: The Official Magazine (US),Everyeye.it,Thunderbolt,Gameblog.fr,IncGamers,GamesRadar+,Game Informer,Play UK,PlayStation Universe,PSX Extreme,Official PlayStation Magazine Benelux,games(TM),Gamestyle,Playstation Official Magazine UK,Level7.nu,ZTGD,GameTrailers,IGN,GameOver.gr,GameSpot,Machinima,PlayStation LifeStyle,The A.V. Club","100,92,91,91,90,85,83,82,80,80,80,80,80,80,80,80,78,77,75,75,74,70,70,70,70,68,67,65,60,60,60,60,58"
Fantasy Strike, Switch,"GameSpace,NintendoWorldReport,IGN,God is a Geek,Vandal,Nintendo Life,Cultured Vultures,GameCritics,Edge Magazine,Switch Player,GameSpew","85,85,80,80,80,80,80,70,70,60,60"
Flinthook, PlayStation 4,"PSNStores,COGconnected,Atomix,Video Chums,Vandal,GameSpew,GameCritics,IGN Italia,God is a Geek,Game Informer,Push Square,TheSixthAxis,Gamer.nl,Digitally Downloaded","100,90,85,85,80,80,75,75,75,75,70,70,65,40"
Azure Striker Gunvolt 2, 3DS,"ZTGD,Nintendo Force Magazine,Destructoid,Cubed3,Hardcore Gamer,GameSpot,CD-Action,FNintendo,Nintendo Life,GameSpew,USgamer,NintendoWorldReport","90,85,85,80,80,80,70,70,70,70,70,65"
Phoenix Wright: Ace Attorney - Justice for All, DS,"Jolt Online Gaming UK,GameBrink,Nintendo Power,Thunderbolt,Console Gameworld,NintendoWorldReport,GameCritics,The New York Times,GameShark,GamingTrend,Games Master UK,GameDaily,Eurogamer,Modojo,Pocket Gamer UK,Gamestyle,Game Informer,NTSC-uk,GamePro,GamesRadar+,Worth Playing,GameZone,Gamer 2.0,Digital Entertainment News,AceGamez,Adventure Gamers,VideoGamer,Nintendo Gamer,GamerNode,IGN,Game Almighty,GameSpot,Nintendojo,Gaming Target,Play Magazine,PALGN,Cheat Code Central,Official Nintendo Magazine UK,Electric Playground,games(TM),Electronic Gaming Monthly,Yahoo!,GameSpy,WHAM! Gaming,netjak,The A.V. Club,Gaming Age,Edge Magazine,1UP,Game Revolution,Detroit Free Press","91,90,90,90,90,85,85,83,83,82,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,79,78,78,77,77,75,75,75,74,72,70,70,70,70,70,70,68,67,67,60,60,50,50"
Kirby Super Star Ultra, DS,"GamingTrend,1UP,Nintendo Power,Nintendojo,Nintendo Life,Cubed3,Gamers' Temple,Cheat Code Central,Destructoid,GameFocus,IGN AU,GamesRadar+,Gamer 2.0,NintendoWorldReport,Thunderbolt,Official Nintendo Magazine UK,3DJuegos,Eurogamer Spain,IGN,Da Gameboyz,GameZone,SpazioGames,Multiplayer.it,Hardcore Gamer,Kombo,GameShark,InsideGamer.nl,Zentendo,Game Informer,Level7.nu,VideoGamer,NZGamer,Game Revolution,Gameplanet,PALGN,GameDaily,Metro GameCentral,Eurogamer,Gamer.nl,Gameplayer Sweden","95,91,90,90,90,90,87,86,85,85,83,80,80,80,80,80,80,80,79,79,77,77,76,75,75,75,75,70,70,70,70,68,67,65,65,60,60,60,60,60"
Candleman: The Complete Journey, PC,"Gamersky,Digital Chumps,Wccftech,Areajugones,GameSpace,IGN Spain,JeuxActu,SpazioGames,Vandal,COGconnected,CD-Action,3DJuegos,DarkStation","87,85,85,80,80,80,75,75,75,75,70,70,50"
MAG, PlayStation 3,"1UP,WonderwallWeb,ZTGD,Playstation Official Magazine Australia,Pelit (Finland),GamingXP,MEGamers,Kombo,TotalPlayStation,AceGamez,Vandal,Digital Chumps,Gamer 2.0,Impulsegamer,Game Chronicles,PSX Extreme,PSFocus,Game Revolution,GameShark,GamingExcellence,GameTrailers,Destructoid,TheSixthAxis,Meristation,Play.tm,Giant Bomb,GameSpot,Eurogamer Spain,Gamer's Hell,Extreme Gamer,GamePro,Eurogamer Italy,XGN,Gamer.nl,Level7.nu,Da Gameboyz,PS3bloggen.se,Hardcore Gamer,RealGamer,Gamervision,LEVEL (Czech Republic),Cynamite,3DJuegos,Console Monster,InsideGamer.nl,NZGamer,IGN UK,GamesNation,PlayStation Universe,SpazioGames,Gaming Target,PALGN,Gameplanet,Armchair Empire,Cheat Code Central,9Lives,PSM3 Magazine UK,Everyeye.it,HellBored,Games Master UK,Eurogamer,VideoGamer,IGN,Metro GameCentral,Game Informer,GameSpy,GameDaily,GameZone,Gamer Limit,Game Over Online,GamesRadar+,Playstation Official Magazine UK,Multiplayer.it,Eurogamer Portugal,Playstation: The Official Magazine (US),Absolute Games,Gaming Age,Edge Magazine,Boomtown,D+PAD Magazine,games(TM),Gaming Nexus,Gamereactor Sweden","91,90,90,90,90,88,87,85,85,85,85,84,84,84,84,83,83,83,83,83,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,78,78,78,76,76,75,75,75,75,75,75,74,73,73,72,72,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,67,60,60,60,60,58,50"
Metal Slug 3, Xbox,"eToychest,XboxAddict,GameZone,GameSpy,BonusStage,Ferrago,Gamers' Temple,Console Gameworld,Gamezilla!,Xbox Nation Magazine,NTSC-uk,GMR Magazine,Gamestyle,Thunderbolt,GameShark,Game Informer,Official Xbox Magazine,GameCritics,GamingTrend,GamingWorld X,Next Level Gaming,Gamer's Hell,Worth Playing,PGNx Media,Gamenikki,GameBiz,Stuff,GamePro,Yahoo!,GamerFeed,TeamXbox,DailyGame,Gaming Illustrated,Xequted,Game Over Online,GameSpot,Armchair Empire,1UP,Gaming Age,Play Magazine,Electronic Gaming Monthly,netjak,Kombo,Eurogamer,AceGamez,Cheat Code Central,3DAvenue,PALGN,VGPub,IGN,TotalGames.net,Gamer's Pulse,RewiredMind,Maxim Online,G4 TV,Game Revolution","90,86,85,85,85,84,82,82,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,78,78,78,77,75,75,75,75,75,73,71,71,70,70,70,70,70,69,68,64,62,60,60,60,58"
Momodora: Reverie Under the Moonlight, PlayStation 4,"TheSixthAxis,GamingTrend,PlayStation Country,Digitally Downloaded,Everyeye.it,Worth Playing,Destructoid,PlayStation LifeStyle,3DJuegos,Wccftech,PSNStores,RPG Site,Hardcore Gamer,COGconnected,Video Chums,GameCritics,CGMagazine,RPGamer,Push Square,DarkStation,GameSpot,Gameblog.fr","90,90,90,90,82,80,80,80,80,80,80,80,80,79,77,70,70,70,70,60,60,60"
The Golf Club 2, PlayStation 4,"Game Informer,Playstation Official Magazine UK,Sporting News,TheSixthAxis,Hardcore Gamer,IGN Spain,COGconnected,Forbes,Everyeye.it,3DJuegos,GamingTrend,Vandal,Eurogamer Italy,Gameblog.fr,ZTGD,Digitally Downloaded,SpazioGames,PlayStation Country,PlayStation LifeStyle,Push Square","88,80,80,80,80,77,77,76,75,75,75,73,70,70,70,70,70,70,70,70"
Minutes, PlayStation 4,"Push Square,Digital Chumps,USgamer,PlaySense,TheSixthAxis,Softpedia,PlayStation LifeStyle,Gaming Nexus,PSNStores,Gamestyle,Digitally Downloaded","90,82,80,80,80,80,75,74,70,60,60"
Spec Ops: The Line, PC,"PC Master (Greece),GamingTrend,GameStar,Computer Games Online RO,PC Games,Pelit (Finland),PC PowerPlay,CD-Action,Games.cz,PC Gamer,LEVEL (Czech Republic),Level7.nu,Thunderbolt,Absolute Games,GRYOnline.pl,GameSpot","89,86,85,84,81,80,80,80,80,71,70,70,70,65,65,65"
SingStar Vol. 2, PlayStation 3,"TheSixthAxis,WonderwallWeb,Playstation Official Magazine UK,PGNx Media,Game Chronicles,PSM3 Magazine UK,Games Master UK,Impulsegamer,PSX Extreme,Cheat Code Central,GamingTrend,IGN AU,AceGamez,Jolt Online Gaming UK,VideoGamer,PTGamers,GameDaily,GameFocus,GamingXP,Worth Playing,Play.tm,PALGN,Gameplanet,Gaming Age,Da Gameboyz,Level7.nu,Eurogamer,NZGamer,PlayStation Universe,GameSpy,Playstation: The Official Magazine (US),Gamers' Temple,1UP,Gamer.nl,GameShark,TotalPlayStation","100,94,90,90,90,85,85,85,83,82,81,80,80,80,80,80,80,79,79,77,75,75,75,75,71,70,70,70,70,70,70,68,58,50,50,50"
SuperEpic: The Entertainment War, Switch,"Meristation,Cultured Vultures,Nintenderos,Pure Nintendo,The Digital Fix,Nintendo Life,Vandal,The Indie Game Website,GameSpace,Switch Player","85,85,80,80,80,80,70,70,60,60"
Sundered: Eldritch Edition, Switch,"GameSpace,Areajugones,The Indie Game Website,Cubed3,Nintenderos,SpazioGames,Nintendo Insider,NintendoWorldReport,Nintendo Life,Switch Player","90,90,80,80,80,75,70,70,70,60"
Deponia Doomsday, PC,"GameStar,Merlin'in Kazanı (Turkey),PC Games,XGN,The Games Machine,GRYOnline.pl,4Players.de,Twinfinite,LEVEL (Czech Republic),PLAY! Zine,Adventure Gamers,Everyeye.it,Areajugones,GameWatcher,Game World Navigator Magazine,Vandal,CD-Action,CGMagazine,Eurogamer Italy,GameOver.gr,COGconnected,Ragequit.gr,Brash Games,3DJuegos,IGN Spain,Hardcore Gamer,IGN Italia,Riot Pixels,Games.cz","89,86,85,85,85,85,82,80,80,80,80,80,75,75,74,72,70,70,70,70,70,70,70,70,70,70,69,66,60"
Dr. Mario Express, DS,"Cheat Code Central,Nintendo Life,Modojo,Official Nintendo Magazine UK,IGN,Pocket Gamer UK,Eurogamer Portugal","86,80,80,79,75,70,50"
Ever Oasis, 3DS,"Nintendo Force Magazine,Impulsegamer,Nintendo Life,DualShockers,NintendoWorldReport,Cubed3,Attack of the Fanboy,IGN,Nintendo Enthusiast,Games Master UK,GamePro Germany,GamingTrend,CGMagazine,Digital Chumps,Destructoid,Wccftech,Vandal,Video Chums,RPG Fan,Digitally Downloaded,XGN,Trusted Reviews,Multiplayer.it,The Games Machine,Everyeye.it,EGM,Gameblog.fr,App Trigger,God is a Geek,Game Informer,Meristation,COGconnected,4Players.de,Gamer.nl,InsideGamer.nl,IGN Italia,3DJuegos,SpazioGames,IGN Spain,RPGamer,Eurogamer Italy,GameSpot,Game Rant,USgamer,TheSixthAxis,FNintendo,Gaming Age,games(TM),Vooks,Edge Magazine,Easy Allies,Metro GameCentral,Polygon,Slant Magazine","90,90,90,90,90,90,90,89,88,86,86,85,85,85,85,82,82,81,80,80,80,80,80,80,80,80,80,80,80,80,80,78,77,75,75,75,75,75,75,70,70,70,70,70,70,70,67,60,60,60,60,60,55,50"
Final Fantasy IX, Switch,"RPG Fan,Nintendo Insider,Gaming Age,Nintendo Force Magazine,RPGamer,Vooks,We Got This Covered,Nintendo Life,Jeuxvideo.com,Impulsegamer,SpazioGames,Nintenderos,NintendoWorldReport,Cubed3,COGconnected,Multiplayer.it,Gameblog.fr,Daily Star,Eurogamer Italy","90,90,83,80,80,80,80,80,80,78,77,76,75,70,70,70,70,60,60"
Rocketbirds: Hardboiled Chicken, PlayStation Vita,"Gaming Age,DarkStation,GamingXP,Multiplayer.it,Gaming Nexus,Push Square,Pocket Gamer UK,Vandal,Games Master UK,GamingTrend,3DJuegos,LaPS4,IGN Italia,Eurogamer Italy,Edge Magazine,Eurogamer Germany,Gamers\' Temple,The Digital Fix","100,90,86,82,80,80,80,80,78,75,74,73,70,70,70,70,68,50"
Hyper Light Drifter, Xbox One,"ICXM,4Players.de,ZTGD,Brash Games,XBLA Fans,Official Xbox Magazine UK,GameSpew,High-Def Digest","90,87,85,80,80,70,60,50"
Final Fantasy Fables: Chocobo's Dungeon, Wii,"GameShark,GameZone,RPG Fan,Cheat Code Central,Worth Playing,IGN,Gamer 2.0,GameFocus,Official Nintendo Magazine UK,1UP,Gaming Nexus,GameSpy,Console Gameworld,Nintendojo,Eurogamer,Cubed3,Play.tm,3DJuegos,InsideGamer.nl,GamePro,Nintendo Power,Game Revolution,Games Master UK,GamesRadar+,GameSpot,Total Video Games,n-Revolution Magazine UK,GameTrailers,GameDaily,NintendoWorldReport,D+PAD Magazine,Gamer.nl,Thunderbolt,Game Informer","91,90,89,88,88,84,84,84,84,83,83,80,80,80,80,80,80,79,78,75,75,75,73,70,70,70,70,67,60,60,60,60,60,55"
Phantasy Star Collection, Game Boy Advance,"Nintendojo,GMR Magazine,GameZone,Pocket Games,GameSpot,Nintendophiles,GamerWeb Nintendo,Electronic Gaming Monthly,Game Informer,GamePro,Game Over Online,GameSpy,GameNow,Nintendo Power,Edge Magazine,Eurogamer,IGN,G4 TV,Cheat Code Central,GameCritics","93,90,90,90,86,85,85,82,80,80,78,77,75,74,60,60,60,60,60,55"
Beach Spikers: Virtua Beach Volleyball, GameCube,"Nintendophiles,Cheat Code Central,GameSpy,GameCube Europe,netjak,GameNow,Cinescape,IGN,Nintendo Power,Armchair Empire,GameSpot,GMR Magazine,TotalGames.net,GamerWeb Nintendo,Electronic Gaming Monthly,Play Magazine,GamePen,Nintendojo,GameZone,Game Revolution,XenGamers,Eurogamer,Gamestyle,Maxim Online,Yahoo!,Gaming Age,Electric Playground,GamePro,G4 TV,Game Informer,All Game Guide","90,90,89,88,85,83,83,82,82,82,81,80,80,80,80,80,80,77,77,75,75,70,70,70,70,67,65,60,60,50,50"
High Heat Major League Baseball 2002, PlayStation 2,"GamePro,Daily Radar,GameZone,IGN,Electric Playground,Sports Gaming Network,GameSpy,Happy Puppy,GamerWeb Sony,Gamezilla!,Playboy,Game Revolution,PSX Nation,GameSpot,Hot Games,All Game Guide,Maxim Online","90,88,85,85,85,83,80,80,80,76,75,75,70,61,60,60,20"
Pac-Man 99, Switch,"Shacknews,Nintendo Life,Nintendo Force Magazine,COGconnected,Video Chums,Nintendo Enthusiast,PCMag,GameSkinny,Hardcore Gamer,Twinfinite,Noisy Pixel,Everyeye.it,Impulsegamer,CD-Action,Game Informer,Jeuxvideo.com,4Players.de,Ninty Fresh Magazine,TierraGamer,GameCritics,Nintendo Insider,Siliconera,IGN,Multiplayer.it,Screen Rant,App Trigger","90,90,85,82,81,80,80,80,80,80,80,78,77,75,75,75,74,70,70,70,70,70,70,70,70,60"
The Final Station, PC,"GamingTrend,Pelit (Finland),Hooked Gamers,GameGrin,GameCritics,Arcade Sushi,LEVEL (Czech Republic),Everyeye.it,Riot Pixels,The Digital Fix,Hardcore Gamer,Destructoid,GameSpew,CD-Action,PLAY! Zine,GRYOnline.pl,GameSpot,COGconnected,Vandal,CGMagazine,IGN Spain,High-Def Digest,DarkStation,Games.cz","90,89,88,85,85,85,80,80,80,80,80,80,80,70,70,70,70,70,70,70,70,60,50,50"
EA Sports UFC 2, Xbox One,"PLAY! Zine,MondoXbox,Game Informer,JeuxActu,Arcade Sushi,Xbox Achievements,4Players.de,Digital Chumps,GameCrate,Everyeye.it,Pelit (Finland),Gamers' Temple,Vandal,IGN Spain,IGN Italia,Wccftech,Gaming Nexus,ZTGD,Multiplayer.it,XGN,We Got This Covered,Sporting News,Polygon,Eurogamer Italy,Game Revolution,Hobby Consolas,ActionTrip,ICXM,COGconnected,games(TM),Official Xbox Magazine UK,Gameplanet,Hardcore Gamer,GameSpot,EGM,Gameblog.fr,IGN,Digitally Downloaded,Digital Spy,New York Daily News,GamesRadar+,CGMagazine","85,85,85,85,85,85,84,84,83,83,82,82,82,82,81,80,80,80,80,80,80,80,80,80,80,80,78,75,73,70,70,70,70,70,70,70,64,60,60,60,60,55"
